package,crop,adm0,adm1,adm2,season,variety_a,variety_b,variety_c,variety_d,rank_variety_a,rank_variety_b,rank_variety_c,rank_variety_d,planting_date,day,month,year,DOY,lon,lat,overall_performance,best,worst,overall_vs_local,var_a,var_b,var_c,yield,best_yield,worst_yield,soil,maxDT_VEG,minDT_VEG,maxNT_VEG,minNT_VEG,SU_VEG,TR_VEG,DTR_VEG,MLDS_VEG,MLWS_VEG,R5mm_VEG,R10mm_VEG,R20mm_VEG,SDII_VEG,Rx1day_VEG,Rx5day_VEG,Rtotal_VEG,maxDT_FLO,minDT_FLO,maxNT_FLO,minNT_FLO,SU_FLO,TR_FLO,DTR_FLO,MLDS_FLO,MLWS_FLO,R5mm_FLO,R10mm_FLO,R20mm_FLO,SDII_FLO,Rx1day_FLO,Rx5day_FLO,Rtotal_FLO,maxDT_GRA,minDT_GRA,maxNT_GRA,minNT_GRA,SU_GRA,TR_GRA,DTR_GRA,MLDS_GRA,MLWS_GRA,R5mm_GRA,R10mm_GRA,R20mm_GRA,SDII_GRA,Rx1day_GRA,Rx5day_GRA,Rtotal_GRA,maxDT_FLO_acc,minDT_FLO_acc,maxNT_FLO_acc,minNT_FLO_acc,SU_FLO_acc,TR_FLO_acc,DTR_FLO_acc,MLDS_FLO_acc,MLWS_FLO_acc,R5mm_FLO_acc,R10mm_FLO_acc,R20mm_FLO_acc,SDII_FLO_acc,Rx1day_FLO_acc,Rx5day_FLO_acc,Rtotal_FLO_acc,maxDT_GRA_acc,minDT_GRA_acc,maxNT_GRA_acc,minNT_GRA_acc,SU_GRA_acc,TR_GRA_acc,DTR_GRA_acc,MLDS_GRA_acc,MLWS_GRA_acc,R5mm_GRA_acc,R10mm_GRA_acc,R20mm_GRA_acc,SDII_GRA_acc,Rx1day_GRA_acc,Rx5day_GRA_acc,Rtotal_GRA_acc
paquete 358,commonbean,NIC,El Tuma/La Dalia,La Aldea - Aguas Amarias,Apante-2015,INTA Matagalpa,SJC 730-79,INTA Precoz,-9999,-9999,-9999,-9999,-9999,16765,26,11,2015,330,-85.73,13.14,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,A,Humic Nitisols,27.04458411,26.01017158,16.31684073,15.97775457,0,0,10.34027686,8,2,4,0,0,1.087134476,9.133758545,21.34476185,27.17836189,26.05851921,25.68073107,16.16773965,15.20314808,0,0,10.22836421,17,2,1,1,0,0.706662786,10.10667229,14.76801062,20.49322081,27.56530772,26.10887355,15.6266878,15.19055949,0,0,11.52922454,6,1,2,0,0,1.249349442,16.53760338,16.53760338,31.23373604,27.04458411,25.68073107,16.31684073,15.20314808,0,0,10.26842424,22,2,5,1,0,0.882807087,10.10667229,21.34476185,47.6715827,27.56530772,25.68073107,16.31684073,15.19055949,0,0,10.63223618,22,2,7,1,0,1.038227878,16.53760338,21.34476185,78.90531874
paquete 360,commonbean,NIC,El Tuma/La Dalia,San Francisco,Apante-2015,BRT 103-182,INTA Rojo,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16793,24,12,2015,358,-85.73,13.13,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),C,B,Humic Nitisols,27.62240955,26.41989929,15.94030213,15.40314808,0,0,11.26217761,12,2,1,1,0,0.819728832,10.10667229,14.76801062,20.49322081,30.69596419,27.77850802,15.92723984,15.39055949,7,0,13.70075621,6,1,3,0,0,1.332581865,16.53760338,16.53760338,38.6448741,33.17034316,30.90057068,16.28902275,15.5019172,20,0,16.22971167,12,1,0,0,0,0.27366271,3.709564209,3.709564209,6.841567755,30.69596419,26.41989929,15.94030213,15.39055949,7,0,12.59976307,12,2,4,1,0,1.095149906,16.53760338,16.53760338,59.1380949,33.17034316,26.41989929,16.28902275,15.39055949,28,0,13.66047407,12,2,4,1,0,0.868153456,16.53760338,16.53760338,65.97966266
paquete 361,commonbean,NIC,El Tuma/La Dalia,San Francisco,Apante-2015,INTA Fuerte Sequia,INTA Precoz,SJC 730-79,-9999,-9999,-9999,-9999,-9999,16791,22,12,2015,356,-85.73,13.13,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,B,Humic Nitisols,27.46631108,26.39472212,16.01583364,15.40818351,0,0,11.10082195,14,2,1,1,0,0.819728832,10.10667229,14.76801062,20.49322081,30.47944051,27.62240955,15.92723984,15.39055949,5,0,13.49288588,6,1,3,0,0,1.332581865,16.53760338,16.53760338,38.6448741,32.93367773,30.69596419,16.08256994,15.49295412,20,0,16.06527956,10,1,0,0,0,0.27366271,3.709564209,3.709564209,6.841567755,30.47944051,26.39472212,16.01583364,15.39055949,5,0,12.41329392,14,2,4,1,0,1.095149906,16.53760338,16.53760338,59.1380949,32.93367773,26.39472212,16.08256994,15.39055949,26,0,13.47822896,14,2,4,1,0,0.868153456,16.53760338,16.53760338,65.97966266
paquete 365,commonbean,NIC,El Tuma/La Dalia,San Francisco,Apante-2015,INTA Matagalpa,INTA Fuerte Sequia,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16783,14,12,2015,348,-85.73,13.14,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,B,Humic Nitisols,26.75029094,26.35695636,16.14436777,15.53827676,0,0,10.58543573,22,1,0,0,0,0,0,0,0,29.7777583,26.93156658,15.85170832,15.39055949,0,0,12.75094078,6,1,3,1,0,1.622952363,16.53760338,16.53760338,47.06561852,31.85240209,29.88853786,15.92723984,15.49295412,18,0,15.18523088,8,1,1,0,0,0.570108232,7.411138058,7.411138058,14.25270581,29.7777583,26.35695636,16.14436777,15.39055949,0,0,11.76950526,22,2,3,1,0,0.957906608,16.53760338,16.53760338,51.72695684,31.85240209,26.35695636,16.14436777,15.39055949,18,0,12.76248089,22,2,4,1,0,0.868153456,16.53760338,16.53760338,65.97966266
paquete 367,commonbean,NIC,El Tuma/La Dalia,San Francisco,Apante-2015,BRT 103-182,INTA Precoz,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16805,5,1,2016,5,-85.73,13.14,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),B,A,Humic Nitisols,29.29277508,26.84092876,15.68009698,15.39055949,0,0,12.38688023,6,2,2,1,0,1.707224026,16.53760338,16.53760338,42.68060064,31.99339426,29.55619918,15.92723984,15.49295412,19,0,14.93653888,8,1,2,0,0,0.803415932,9.046356201,9.046356201,23.29906201,34.17951884,32.27537859,16.9717307,15.76634465,20,0,16.92544834,15,1,1,0,0,0.221299458,5.532486439,5.532486439,5.532486439,31.99339426,26.84092876,15.92723984,15.39055949,19,0,13.79108206,8,2,4,1,0,1.221845605,16.53760338,16.53760338,65.97966266,34.17951884,26.84092876,16.9717307,15.39055949,40,0,14.7107938,19,2,5,1,0,0.94094933,16.53760338,16.53760338,71.5121491
paquete 369,commonbean,NIC,El Tuma/La Dalia,San Francisco,Apante-2015,INTA Ferroso,INTA Centro Sur,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16805,5,1,2016,5,-85.73,13.13,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),B,C,Humic Nitisols,29.29277508,26.84092876,15.68009698,15.39055949,0,0,12.38688023,6,2,2,1,0,1.707224026,16.53760338,16.53760338,42.68060064,31.99339426,29.55619918,15.92723984,15.49295412,19,0,14.93653888,8,1,2,0,0,0.803415932,9.046356201,9.046356201,23.29906201,34.17951884,32.27537859,16.9717307,15.76634465,20,0,16.92544834,15,1,1,0,0,0.221299458,5.532486439,5.532486439,5.532486439,31.99339426,26.84092876,15.92723984,15.39055949,19,0,13.79108206,8,2,4,1,0,1.221845605,16.53760338,16.53760338,65.97966266,34.17951884,26.84092876,16.9717307,15.39055949,40,0,14.7107938,19,2,5,1,0,0.94094933,16.53760338,16.53760338,71.5121491
paquete 370,commonbean,NIC,El Tuma/La Dalia,San Francisco,Apante-2015,PM2 Don Rey,INTA Rojo,BRT 103-182,-9999,-9999,-9999,-9999,-9999,16805,5,1,2016,5,-85.73,13.14,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,B,Humic Nitisols,29.29277508,26.84092876,15.68009698,15.39055949,0,0,12.38688023,6,2,2,1,0,1.707224026,16.53760338,16.53760338,42.68060064,31.99339426,29.55619918,15.92723984,15.49295412,19,0,14.93653888,8,1,2,0,0,0.803415932,9.046356201,9.046356201,23.29906201,34.17951884,32.27537859,16.9717307,15.76634465,20,0,16.92544834,15,1,1,0,0,0.221299458,5.532486439,5.532486439,5.532486439,31.99339426,26.84092876,15.92723984,15.39055949,19,0,13.79108206,8,2,4,1,0,1.221845605,16.53760338,16.53760338,65.97966266,34.17951884,26.84092876,16.9717307,15.39055949,40,0,14.7107938,19,2,5,1,0,0.94094933,16.53760338,16.53760338,71.5121491
paquete 372,commonbean,NIC,El Tuma/La Dalia,San Francisco,Apante-2015,INTA Matagalpa,INTA Ferroso,INTA Centro Sur,-9999,-9999,-9999,-9999,-9999,16792,23,12,2015,357,-85.73,13.13,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,Humic Nitisols,27.54436031,26.4073107,15.97806789,15.4056658,0,0,11.18081313,13,2,1,1,0,0.819728832,10.10667229,14.76801062,20.49322081,30.58770235,27.70045878,15.92723984,15.39055949,6,0,13.59528244,6,1,3,0,0,1.332581865,16.53760338,16.53760338,38.6448741,33.05201044,30.80422604,16.18579634,15.49295412,20,0,16.15120925,11,1,0,0,0,0.27366271,3.709564209,3.709564209,6.841567755,30.58770235,26.4073107,15.97806789,15.39055949,6,0,12.50539552,13,2,4,1,0,1.095149906,16.53760338,16.53760338,59.1380949,33.05201044,26.4073107,16.18579634,15.39055949,27,0,13.56959974,13,2,4,1,0,0.868153456,16.53760338,16.53760338,65.97966266
paquete 373,commonbean,NIC,El Tuma/La Dalia,San Francisco,Apante-2015,PM2 Don Rey,INTA Rojo,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16795,26,12,2015,360,-85.73,13.13,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,B,Humic Nitisols,27.77850802,26.44507646,15.86477061,15.39811264,0,0,11.42902648,10,2,1,1,0,0.819728832,10.10667229,14.76801062,20.49322081,30.90057068,27.93460649,15.92723984,15.39055949,9,0,13.91811057,8,1,3,0,0,1.332581865,16.53760338,16.53760338,38.6448741,33.40700858,31.0919172,16.49547557,15.52709437,20,0,16.37609008,14,1,0,0,0,0.148382568,3.709564209,3.709564209,3.709564209,30.90057068,26.44507646,15.92723984,15.39055949,9,0,12.79377061,10,2,4,1,0,1.095149906,16.53760338,16.53760338,59.1380949,33.40700858,26.44507646,16.49547557,15.39055949,30,0,13.84073338,14,2,4,1,0,0.868153456,16.53760338,16.53760338,65.97966266
paquete 377,commonbean,NIC,Waslala,El cano # 2,Apante-2015,ALS 0532-6,INTA Fuerte Sequia,BRT 103-182,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.33,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Better,Yield-(A/B/C),A,B,Humic Nitisols,26.96319657,26.53139127,18.84283476,18.29919806,0,0,8.152998881,22,1,0,0,0,0,0,0,0,28.53813129,27.0991533,18.3084931,17.95,0,0,9.922300966,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,29.54486386,28.5683439,18.1385304,17.98944797,0,0,10.87513689,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,28.53813129,26.53139127,18.84283476,17.95,0,0,9.119261768,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,29.54486386,26.53139127,18.84283476,17.95,0,0,9.634290863,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 379,commonbean,NIC,Waslala,El Cano # 2,Apante-2015,INTA Matagalpa,INTA Ferroso,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.34,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Better,Better,Better,Yield-(A/B/C),B,A,Humic Nitisols,27.21415517,27.01306602,18.89415517,18.32903767,0,0,8.515607982,22,1,0,0,0,0,0,0,0,27.6487542,27.1053674,18.30832152,18.23531145,0,0,9.172132151,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,28.41950019,27.66889593,18.47145468,18.23027602,0,0,9.619197687,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,27.6487542,27.01306602,18.89415517,18.23531145,0,0,8.875295114,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,28.41950019,27.01306602,18.89415517,18.23027602,0,0,9.092601983,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 381,commonbean,NIC,Waslala,El Cano # 2,Apante-2015,INTA Fuerte Sequia,INTA Centro Sur,INTA Precoz,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.34,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),B,C,Humic Nitisols,27.21415517,27.01306602,18.89415517,18.32903767,0,0,8.515607982,22,1,0,0,0,0,0,0,0,27.6487542,27.1053674,18.30832152,18.23531145,0,0,9.172132151,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,28.41950019,27.66889593,18.47145468,18.23027602,0,0,9.619197687,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,27.6487542,27.01306602,18.89415517,18.23531145,0,0,8.875295114,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,28.41950019,27.01306602,18.89415517,18.23027602,0,0,9.092601983,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 382,commonbean,NIC,Waslala,San Pablo - Las Vallas,Apante-2015,INTA Matagalpa,PM2 Don Rey,SJC 730-79,-9999,-9999,-9999,-9999,-9999,16788,19,12,2015,353,-85.37,13.33,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),-9999,B,Humic Nitisols,27.13558001,27.01306602,18.76634838,18.27868333,0,0,8.605672409,22,1,0,0,0,0,0,0,0,27.68427825,27.16579261,18.30832152,18.23027602,0,0,9.26026013,14,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,28.75183887,27.69938456,18.71315554,18.24958971,0,0,9.731491608,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,27.68427825,27.01306602,18.76634838,18.23027602,0,0,8.964728161,37,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,28.75183887,27.01306602,18.76634838,18.23027602,0,0,9.187514329,37,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 383,commonbean,NIC,Waslala,Zinica 1,Apante-2015,ALS 0532-6,INTA Ferroso,BRT 103-182,-9999,-9999,-9999,-9999,-9999,16789,20,12,2015,354,-85.37,13.32,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),-9999,C,Humic Nitisols,27.3030884,26.53390899,18.64400224,18.22540843,0,0,8.400221254,22,1,0,0,0,0,0,0,0,28.60638568,27.44812756,18.16820216,17.95,0,0,10.21988617,13,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,30.0380567,28.63156285,18.35179038,18.00231257,1,0,11.11865237,7,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.60638568,26.53390899,18.64400224,17.95,0,0,9.398302947,36,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,30.0380567,26.53390899,18.64400224,17.95,1,0,9.900103861,36,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 384,commonbean,NIC,Waslala,El cano #2,Apante-2015,INTA Rojo,INTA Centro Sur,INTA Fuerte Sequia,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.33,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Better,Yield-(A/B/C),B,A,Humic Nitisols,26.96319657,26.53139127,18.84283476,18.29919806,0,0,8.152998881,22,1,0,0,0,0,0,0,0,28.53813129,27.0991533,18.3084931,17.95,0,0,9.922300966,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,29.54486386,28.5683439,18.1385304,17.98944797,0,0,10.87513689,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,28.53813129,26.53139127,18.84283476,17.95,0,0,9.119261768,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,29.54486386,26.53139127,18.84283476,17.95,0,0,9.634290863,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 386,commonbean,NIC,Waslala,Ocote Kubali,Apante-2015,INTA Ferroso,INTA Matagalpa,BRT 103-182,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.36,13.34,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Humic Nitisols,26.65221932,26.49295412,18.36126445,18.13603506,0,0,8.288401377,22,1,0,0,0,0,0,0,0,27.6412085,26.68746736,18.32917195,18.01167848,0,0,9.058187244,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,28.88034689,27.66638568,18.30113764,18.1500746,0,0,9.858640806,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,27.6412085,26.49295412,18.36126445,18.01167848,0,0,8.709396718,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,28.88034689,26.49295412,18.36126445,18.01167848,0,0,9.042183177,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 387,commonbean,NIC,Waslala,El Guano,Apante-2015,INTA Centro Sur,INTA Rojo,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.33,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Better,Better,Better,Yield-(A/B/C),B,A,Humic Nitisols,26.96319657,26.53139127,18.84283476,18.29919806,0,0,8.152998881,22,1,0,0,0,0,0,0,0,28.53813129,27.0991533,18.3084931,17.95,0,0,9.922300966,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,29.54486386,28.5683439,18.1385304,17.98944797,0,0,10.87513689,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,28.53813129,26.53139127,18.84283476,17.95,0,0,9.119261768,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,29.54486386,26.53139127,18.84283476,17.95,0,0,9.634290863,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 388,commonbean,NIC,Waslala,El Cano # 2,Apante-2015,INTA Fuerte Sequia,PM2 Don Rey,SJC 730-79,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.34,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Better,Better,Better,Yield-(A/B/C),B,C,Humic Nitisols,27.21415517,27.01306602,18.89415517,18.32903767,0,0,8.515607982,22,1,0,0,0,0,0,0,0,27.6487542,27.1053674,18.30832152,18.23531145,0,0,9.172132151,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,28.41950019,27.66889593,18.47145468,18.23027602,0,0,9.619197687,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,27.6487542,27.01306602,18.89415517,18.23531145,0,0,8.875295114,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,28.41950019,27.01306602,18.89415517,18.23027602,0,0,9.092601983,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 390,commonbean,NIC,Waslala,San Pablo - Las Vallas,Apante-2015,ALS 0532-6,INTA Matagalpa,INTA Rojo,-9999,-9999,-9999,-9999,-9999,16788,19,12,2015,353,-85.37,13.33,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Better,Better,Yield-(A/B/C),A,B,Humic Nitisols,27.23511003,26.53139127,18.69939202,18.25310332,0,0,8.343599403,22,1,0,0,0,0,0,0,0,28.59379709,27.37106677,18.19771354,17.95,0,0,10.16671004,14,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,29.93762775,28.61897426,18.30973517,17.99979485,0,0,11.06529802,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.59379709,26.53139127,18.69939202,17.95,0,0,9.342760761,37,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,29.93762775,26.53139127,18.69939202,17.95,0,0,9.845818409,37,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 391,commonbean,NIC,Waslala,Zinica 1,Apante-2015,PM2 Don Rey,INTA Fuerte Sequia,INTA Centro Sur,-9999,-9999,-9999,-9999,-9999,16789,20,12,2015,354,-85.37,13.33,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Humic Nitisols,27.15068631,27.01306602,18.72354718,18.26609474,0,0,8.630576786,22,1,0,0,0,0,0,0,0,27.69183141,27.20451324,18.30832152,18.23027602,0,0,9.280074599,13,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,28.83835509,27.70693771,18.7698508,18.25462514,0,0,9.762427079,7,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,27.69183141,27.01306602,18.72354718,18.23027602,0,0,8.986939799,36,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,28.83835509,27.01306602,18.7698508,18.23027602,0,0,9.211906005,36,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 392,commonbean,NIC,Waslala,Ocote Kubali,Apante-2015,INTA Precoz,SJC 730-79,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.37,13.33,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),C,B,Humic Nitisols,27.16713167,26.53139127,18.74464379,18.28079821,0,0,8.289769421,22,1,0,0,0,0,0,0,0,28.5812085,27.3030884,18.22540843,17.95,0,0,10.11036346,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,29.83943678,28.60638568,18.26693398,17.99727714,0,0,11.01435882,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.5812085,26.53139127,18.74464379,17.95,0,0,9.28673495,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,29.83943678,26.53139127,18.74464379,17.95,0,0,9.791872698,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 393,commonbean,NIC,Waslala,San Pablo - Las Vallas,Apante-2015,BRT 103-182,INTA Matagalpa,INTA Rojo,-9999,-9999,-9999,-9999,-9999,16788,19,12,2015,353,-85.37,13.33,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Better,Better,Better,Yield-(A/B/C),-9999,B,Humic Nitisols,27.23511003,26.53139127,18.69939202,18.25310332,0,0,8.343599403,22,1,0,0,0,0,0,0,0,28.59379709,27.37106677,18.19771354,17.95,0,0,10.16671004,14,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,29.93762775,28.61897426,18.30973517,17.99979485,0,0,11.06529802,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.59379709,26.53139127,18.69939202,17.95,0,0,9.342760761,37,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,29.93762775,26.53139127,18.69939202,17.95,0,0,9.845818409,37,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 395,commonbean,NIC,Waslala,Cano # 2,Apante-2015,INTA Precoz,INTA Ferroso,INTA Centro Sur,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.33,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Better,Yield-(A/B/C),C,A,Humic Nitisols,26.96319657,26.53139127,18.84283476,18.29919806,0,0,8.152998881,22,1,0,0,0,0,0,0,0,28.53813129,27.0991533,18.3084931,17.95,0,0,9.922300966,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,29.54486386,28.5683439,18.1385304,17.98944797,0,0,10.87513689,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,28.53813129,26.53139127,18.84283476,17.95,0,0,9.119261768,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,29.54486386,26.53139127,18.84283476,17.95,0,0,9.634290863,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 396,commonbean,NIC,Waslala,Cano # 2,Apante-2015,SJC 730-79,BRT 103-182,INTA Matagalpa,-9999,-9999,-9999,-9999,-9999,16771,2,12,2015,336,-85.37,13.33,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Better,Yield-(A/B/C),B,A,Humic Nitisols,26.98383812,26.53139127,19.0297389,18.4778329,0,0,7.85181496,10,2,3,1,0,1.219588413,11.44687843,25.19651318,30.48971033,28.07112272,26.54649758,18.40494219,17.95,0,0,8.941183914,27,1,0,0,0,0,0,0,0,28.64415144,28.17686684,18.00483029,17.95,0,0,10.50941645,10,1,1,0,1,3.496799927,77.93579102,77.93579102,87.41999817,28.07112272,26.53139127,19.0297389,17.95,0,0,8.445468631,38,2,3,1,0,0.564624265,11.44687843,25.19651318,30.48971033,28.64415144,26.53139127,19.0297389,17.95,0,0,9.051207821,42,2,4,1,1,1.551443533,77.93579102,77.93579102,117.9097085
paquete 397,commonbean,NIC,Waslala,San Pablo - Las Vallas,Apante-2015,ALS 0532-6,INTA Fuerte Sequia,INTA Rojo,-9999,-9999,-9999,-9999,-9999,16788,19,12,2015,353,-85.37,13.33,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Better,Yield-(A/B/C),A,C,Humic Nitisols,27.13558001,27.01306602,18.76634838,18.27868333,0,0,8.605672409,22,1,0,0,0,0,0,0,0,27.68427825,27.16579261,18.30832152,18.23027602,0,0,9.26026013,14,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,28.75183887,27.69938456,18.71315554,18.24958971,0,0,9.731491608,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,27.68427825,27.01306602,18.76634838,18.23027602,0,0,8.964728161,37,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,28.75183887,27.01306602,18.76634838,18.23027602,0,0,9.187514329,37,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
