package,crop,adm0,adm1,adm2,season,variety_a,variety_b,variety_c,variety_d,rank_variety_a,rank_variety_b,rank_variety_c,rank_variety_d,planting_date,day,month,year,DOY,lon,lat,overall_performance,best,worst,overall_vs_local,var_a,var_b,var_c,yield,best_yield,worst_yield,soil,maxDT_VEG,minDT_VEG,maxNT_VEG,minNT_VEG,SU_VEG,TR_VEG,DTR_VEG,MLDS_VEG,MLWS_VEG,R5mm_VEG,R10mm_VEG,R20mm_VEG,SDII_VEG,Rx1day_VEG,Rx5day_VEG,Rtotal_VEG,maxDT_FLO,minDT_FLO,maxNT_FLO,minNT_FLO,SU_FLO,TR_FLO,DTR_FLO,MLDS_FLO,MLWS_FLO,R5mm_FLO,R10mm_FLO,R20mm_FLO,SDII_FLO,Rx1day_FLO,Rx5day_FLO,Rtotal_FLO,maxDT_GRA,minDT_GRA,maxNT_GRA,minNT_GRA,SU_GRA,TR_GRA,DTR_GRA,MLDS_GRA,MLWS_GRA,R5mm_GRA,R10mm_GRA,R20mm_GRA,SDII_GRA,Rx1day_GRA,Rx5day_GRA,Rtotal_GRA,maxDT_FLO_acc,minDT_FLO_acc,maxNT_FLO_acc,minNT_FLO_acc,SU_FLO_acc,TR_FLO_acc,DTR_FLO_acc,MLDS_FLO_acc,MLWS_FLO_acc,R5mm_FLO_acc,R10mm_FLO_acc,R20mm_FLO_acc,SDII_FLO_acc,Rx1day_FLO_acc,Rx5day_FLO_acc,Rtotal_FLO_acc,maxDT_GRA_acc,minDT_GRA_acc,maxNT_GRA_acc,minNT_GRA_acc,SU_GRA_acc,TR_GRA_acc,DTR_GRA_acc,MLDS_GRA_acc,MLWS_GRA_acc,R5mm_GRA_acc,R10mm_GRA_acc,R20mm_GRA_acc,SDII_GRA_acc,Rx1day_GRA_acc,Rx5day_GRA_acc,Rtotal_GRA_acc
paquete 121,commonbean,NIC,Tuma la Dalia,Verapaz,Apante-2015,INTA Rojo,PM2 Don Rey,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.73,13.14,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,Humic Nitisols,26.33316673,25.79,15.83450578,15.50905259,0,0,10.25137144,18,2,0,1,0,0.590720425,10.10667229,14.76801062,14.76801062,28.49931742,26.42883999,15.70585975,15.31279746,0,0,12.07859298,6,1,4,0,0,1.530002906,16.53760338,16.53760338,44.37008429,31.08796345,28.61009698,16.25318538,15.55107423,7,0,13.84382954,7,1,0,0,0,0.27366271,3.709564209,3.709564209,6.841567755,28.49931742,25.79,15.83450578,15.31279746,0,0,11.25108691,18,2,4,1,0,1.095149906,16.53760338,16.53760338,59.1380949,31.08796345,25.79,16.25318538,15.31279746,7,0,12.00441857,18,2,4,1,0,0.868153456,16.53760338,16.53760338,65.97966266
paquete 436,commonbean,NIC,Waslala,Zinica 1,Apante-2015,BRT 103-182,INTA Matagalpa,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.37,13.33,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Humic Nitisols,27.16713167,26.53139127,18.74464379,18.28079821,0,0,8.289769421,22,1,0,0,0,0,0,0,0,28.5812085,27.3030884,18.22540843,17.95,0,0,10.11036346,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,29.83943678,28.60638568,18.26693398,17.99727714,0,0,11.01435882,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.5812085,26.53139127,18.74464379,17.95,0,0,9.28673495,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,29.83943678,26.53139127,18.74464379,17.95,0,0,9.791872698,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 437,commonbean,NIC,Waslala,Zinica 1,Apante-2015,ALS 0532-6,INTA Ferroso,SJC 730-79,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.37,13.33,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),B,C,Humic Nitisols,27.16713167,26.53139127,18.74464379,18.28079821,0,0,8.289769421,22,1,0,0,0,0,0,0,0,28.5812085,27.3030884,18.22540843,17.95,0,0,10.11036346,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,29.83943678,28.60638568,18.26693398,17.99727714,0,0,11.01435882,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.5812085,26.53139127,18.74464379,17.95,0,0,9.28673495,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,29.83943678,26.53139127,18.74464379,17.95,0,0,9.791872698,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 438,commonbean,NIC,Waslala,Zinica 1,Apante-2015,INTA Rojo,INTA Centro Sur,INTA Precoz,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.36,13.33,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,B,Humic Nitisols,26.75792988,26.27417382,18.66013801,18.28379709,0,0,8.032350548,22,1,0,0,0,0,0,0,0,27.69,26.83849683,18.21506527,17.95615442,0,0,9.327663531,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,28.7296643,27.67013428,18.22159269,18.01010444,0,0,9.895304178,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,27.69,26.27417382,18.66013801,17.95615442,0,0,8.742130548,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,28.7296643,26.27417382,18.66013801,17.95615442,0,0,9.077924098,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 440,commonbean,NIC,Waslala,Zinica 1,Apante-2015,SJC 730-79,INTA Matagalpa,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16789,20,12,2015,354,-85.37,13.33,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Better,Yield-(A/B/C),-9999,C,Humic Nitisols,27.3030884,26.53390899,18.64400224,18.22540843,0,0,8.400221254,22,1,0,0,0,0,0,0,0,28.60638568,27.44812756,18.16820216,17.95,0,0,10.21988617,13,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,30.0380567,28.63156285,18.35179038,18.00231257,1,0,11.11865237,7,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.60638568,26.53390899,18.64400224,17.95,0,0,9.398302947,36,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,30.0380567,26.53390899,18.64400224,17.95,1,0,9.900103861,36,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 441,commonbean,NIC,Waslala,Zinica 1,Apante-2015,INTA Rojo,ALS 0532-6,INTA Centro Sur,-9999,-9999,-9999,-9999,-9999,16789,20,12,2015,354,-85.37,13.33,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,C,Humic Nitisols,27.3030884,26.53390899,18.64400224,18.22540843,0,0,8.400221254,22,1,0,0,0,0,0,0,0,28.60638568,27.44812756,18.16820216,17.95,0,0,10.21988617,13,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,30.0380567,28.63156285,18.35179038,18.00231257,1,0,11.11865237,7,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.60638568,26.53390899,18.64400224,17.95,0,0,9.398302947,36,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,30.0380567,26.53390899,18.64400224,17.95,1,0,9.900103861,36,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 442,commonbean,NIC,Waslala,Zinica 1,Apante-2015,INTA Precoz,PM2 Don Rey,INTA Fuerte Sequia,-9999,-9999,-9999,-9999,-9999,16789,20,12,2015,354,-85.36,13.33,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),-9999,A,Humic Nitisols,26.83849683,26.28172697,18.57572921,18.21506527,0,0,8.118695873,22,1,0,0,0,0,0,0,0,27.69,26.93359567,18.16944797,17.95615442,0,0,9.391278544,13,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,28.93895188,27.67013428,18.29223797,18.01010444,0,0,10.00444237,7,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,27.69,26.28172697,18.57572921,17.95615442,0,0,8.81749586,36,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,28.93895188,26.28172697,18.57572921,17.95615442,0,0,9.161741415,36,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 444,commonbean,NIC,Waslala,Zinica 1,Apante-2015,SJC 730-79,INTA Centro Sur,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.37,13.33,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,C,Humic Nitisols,27.16713167,26.53139127,18.74464379,18.28079821,0,0,8.289769421,22,1,0,0,0,0,0,0,0,28.5812085,27.3030884,18.22540843,17.95,0,0,10.11036346,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,29.83943678,28.60638568,18.26693398,17.99727714,0,0,11.01435882,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.5812085,26.53139127,18.74464379,17.95,0,0,9.28673495,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,29.83943678,26.53139127,18.74464379,17.95,0,0,9.791872698,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 445,commonbean,NIC,Waslala,Zinica 1,Apante-2015,PM2 Don Rey,INTA Fuerte Sequia,INTA Rojo,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.36,13.34,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),C,A,Humic Nitisols,26.65221932,26.49295412,18.36126445,18.13603506,0,0,8.288401377,22,1,0,0,0,0,0,0,0,27.6412085,26.68746736,18.32917195,18.01167848,0,0,9.058187244,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,28.88034689,27.66638568,18.30113764,18.1500746,0,0,9.858640806,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,27.6412085,26.49295412,18.36126445,18.01167848,0,0,8.709396718,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,28.88034689,26.49295412,18.36126445,18.01167848,0,0,9.042183177,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 447,commonbean,NIC,Waslala,Zinica 1,Apante-2015,ALS 0532-6,SJC 730-79,INTA Matagalpa,-9999,-9999,-9999,-9999,-9999,16785,16,12,2015,350,-85.36,13.33,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,C,Humic Nitisols,26.67736292,26.27417382,18.70545692,18.28379709,0,0,7.95874148,22,1,0,0,0,0,0,0,0,27.69,26.75792988,18.28556136,17.95615442,0,0,9.252838217,17,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,28.52321149,27.67013428,18.1677583,18.01010444,0,0,9.799895934,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,27.69,26.27417382,18.70545692,17.95615442,0,0,8.666315628,40,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,28.52321149,26.27417382,18.70545692,17.95615442,0,0,8.997665523,40,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 448,commonbean,NIC,Waslala,Zinica 1,Apante-2015,PM2 Don Rey,INTA Centro Sur,INTA Rojo,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.37,13.33,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,C,Humic Nitisols,27.16713167,26.53139127,18.74464379,18.28079821,0,0,8.289769421,22,1,0,0,0,0,0,0,0,28.5812085,27.3030884,18.22540843,17.95,0,0,10.11036346,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,29.83943678,28.60638568,18.26693398,17.99727714,0,0,11.01435882,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.5812085,26.53139127,18.74464379,17.95,0,0,9.28673495,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,29.83943678,26.53139127,18.74464379,17.95,0,0,9.791872698,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 449,commonbean,NIC,Waslala,Zinica 1,Apante-2015,BRT 103-182,INTA Fuerte Sequia,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.34,13.34,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),C,A,Humic Nitisols,25.56802313,25.29153301,18.0223909,17.37825438,0,0,7.72850412,22,1,0,0,0,0,0,0,0,26.38586721,25.31,17.7812085,17.37070123,0,0,8.273870999,15,1,0,1,1,3.278305974,84.91304016,84.91304016,95.07087326,28.08568818,26.46643417,18.47227527,17.80638568,0,0,9.046772659,6,2,3,0,0,0.735969467,7.145702839,13.23760748,18.39923668,26.38586721,25.29153301,18.0223909,17.37070123,0,0,8.027117419,38,1,0,1,1,1.760571727,84.91304016,84.91304016,95.07087326,28.08568818,25.29153301,18.47227527,17.37070123,0,0,8.3228687,38,2,3,1,1,1.493027762,84.91304016,84.91304016,113.4701099
paquete 450,commonbean,NIC,Waslala,Zinica 1,Apante-2015,INTA Precoz,SJC 730-79,INTA Matagalpa,-9999,-9999,-9999,-9999,-9999,16787,18,12,2015,352,-85.37,13.33,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),-9999,A,Humic Nitisols,27.16713167,26.53139127,18.74464379,18.28079821,0,0,8.289769421,22,1,0,0,0,0,0,0,0,28.5812085,27.3030884,18.22540843,17.95,0,0,10.11036346,15,1,1,0,1,3.014482695,77.93579102,77.93579102,87.41999817,29.83943678,28.60638568,18.26693398,17.99727714,0,0,11.01435882,6,2,2,0,0,0.691840267,6.788991451,12.54440212,17.29600668,28.5812085,26.53139127,18.74464379,17.95,0,0,9.28673495,38,1,1,0,1,1.618888855,77.93579102,77.93579102,87.41999817,29.83943678,26.53139127,18.74464379,17.95,0,0,9.791872698,38,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 829,commonbean,NIC,Rancho Grande,Las Carpas 3,Apante-2015,INTA Rojo,INTA Matagalpa,SJC 730-79,-9999,-9999,-9999,-9999,-9999,16792,23,12,2015,357,-85.45,13.19,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,A,Humic Nitisols,25.99067885,25.81084297,18.68321149,18.05966057,0,0,7.56957699,22,1,0,0,0,0,0,0,0,27.68660574,26.06117493,18.02441253,17.54033943,0,0,9.090649426,10,1,1,0,1,2.277559839,58.19937134,58.19937134,66.04923534,29.3948564,27.78731443,17.6497016,17.3501119,0,0,11.07167326,10,2,2,0,0,0.612239037,6.100318909,11.25190353,15.30597591,27.68660574,25.81084297,18.68321149,17.54033943,0,0,8.399242372,33,1,1,0,1,1.223133988,58.19937134,58.19937134,66.04923534,29.3948564,25.81084297,18.68321149,17.3501119,0,0,9.177425913,33,2,3,0,1,1.070463306,58.19937134,58.19937134,81.35521126
paquete 833,commonbean,NIC,Rancho Grande,La union (La Inmaculada),Apante-2015,PM2 Don Rey,ALS 0532-6,INTA Matagalpa,-9999,-9999,-9999,-9999,-9999,16788,19,12,2015,353,-85.55,13.2,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),-9999,C,Humic Nitisols,26.30356583,25.45837374,16.63886982,15.67883999,0,0,9.600648842,22,1,0,0,0,0,0,0,0,26.38230138,25.41391645,15.72427825,15.55167848,0,0,10.15441046,14,1,1,0,1,2.232201609,57.70901489,57.70901489,64.73384666,27.87894442,26.54343529,16.51894442,15.73938456,0,0,11.21173107,12,2,0,0,0,0.285769854,3.854870558,7.14424634,7.14424634,26.38230138,25.41391645,16.63886982,15.55167848,0,0,9.905372697,37,1,1,0,1,1.198774938,57.70901489,57.70901489,64.73384666,27.87894442,25.41391645,16.63886982,15.55167848,0,0,10.28499004,37,2,1,0,1,0.945764382,57.70901489,57.70901489,71.878093
paquete 834,commonbean,NIC,Rancho Grande,La union (La Inmaculada),Apante-2015,INTA Centro Sur,BRT 103-182,INTA Fuerte Sequia,-9999,-9999,-9999,-9999,-9999,16788,19,12,2015,353,-85.57,13.21,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,Humic Nitisols,24.82165237,24.48011563,16.97608728,16.13031332,0,0,8.089718558,22,1,0,0,0,0,0,0,0,26.28898545,24.93317046,16.05981723,15.7345953,0,0,9.58738337,14,1,1,0,1,2.397528648,60.43225098,60.43225098,69.5283308,27.45894442,26.41487132,16.2884185,15.6312085,0,0,11.04460201,12,2,1,0,0,0.43504797,5.987211227,10.87619925,10.87619925,26.28898545,24.48011563,16.97608728,15.7345953,0,0,8.912216785,37,1,1,0,1,1.287561682,60.43225098,60.43225098,69.5283308,27.45894442,24.48011563,16.97608728,15.6312085,0,0,9.536764819,37,2,2,0,1,1.057954343,60.43225098,60.43225098,80.40453005
paquete 839,commonbean,NIC,Rancho Grande,La union (La Inmaculada),Apante-2015,ALS 0532-6,INTA Rojo,INTA Matagalpa,-9999,-9999,-9999,-9999,-9999,16788,19,12,2015,353,-85.55,13.18,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Humic Nitisols,25.79886982,25.65306602,17.01052219,16.05883999,0,0,9.162764233,20,2,2,0,0,0.53405777,6.855465412,13.35144424,13.35144424,26.74994778,25.69,16.01475942,15.85,0,0,10.20889193,14,1,1,0,1,2.248882935,57.51353073,57.51353073,65.21760511,28.15525923,26.85569191,16.7684185,16.01979485,0,0,11.1209295,12,2,0,0,0,0.31816678,4.313503265,7.954169512,7.954169512,26.74994778,25.65306602,17.01052219,15.85,0,0,9.737645356,35,2,3,0,1,1.454982396,57.51353073,57.51353073,78.56904936,28.15525923,25.65306602,17.01052219,15.85,0,0,10.14206198,35,2,3,0,1,1.138463406,57.51353073,57.51353073,86.52321887
paquete 840,commonbean,NIC,Rancho Grande,Buenos Aires,Apante-2015,BRT 103-182,SJC 730-79,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16786,17,12,2015,351,-85.48,13.18,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),-9999,B,Humic Nitisols,23.07,22.87168594,17.15728833,16.225442,0,0,6.332555017,18,2,2,0,0,0.504597797,6.470888615,12.61494493,12.61494493,24.26337561,23.05542335,16.12473331,15.91110407,0,0,7.591082791,16,1,0,0,1,2.006874874,58.19937134,58.19937134,58.19937134,25.0974972,24.33663185,16.32499441,15.67038791,0,0,8.778999068,8,2,2,0,0,0.612239037,6.100318909,11.25190353,15.30597591,24.26337561,22.87168594,17.15728833,15.91110407,0,0,7.022461022,35,2,2,0,1,1.311376227,58.19937134,58.19937134,70.81431627,25.0974972,22.87168594,17.15728833,15.67038791,0,0,7.536572647,35,2,5,0,1,1.236449424,58.19937134,58.19937134,93.97015619
paquete 463,commonbean,NIC,Matiguas,Manceras 1,Apante-2015,SJC 730-79,INTA Rojo,INTA Precoz,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.24,12.9,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,C,Humic Nitisols,26.66546438,26.41417382,19.58211488,18.93502424,0,0,7.280255502,10,3,4,0,0,1.507641468,9.821756363,25.02469349,37.6910367,28.69347631,26.7561022,18.98789631,18.81503543,0,0,8.719810739,5,2,5,1,1,2.285029263,23.02047539,30.06667614,66.26584864,31.2041216,28.87978739,18.91082805,18.71000746,8,0,11.02418874,7,2,3,0,0,0.984373341,9.741620064,10.62607813,24.60933352,28.69347631,26.41417382,19.58211488,18.81503543,0,0,8.067223275,10,3,9,1,1,2.204798063,23.02047539,30.06667614,119.0590954,31.2041216,26.41417382,19.58211488,18.71000746,8,0,8.925537875,10,3,12,1,1,1.890374064,23.02047539,30.06667614,143.6684289
paquete 843,commonbean,NIC,Rancho Grande,Buenos Aires,Apante-2015,PM2 Don Rey,SJC 730-79,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16786,17,12,2015,351,-85.46,13.2,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Humic Nitisols,27.20457665,26.7207721,19.34822081,18.5546326,0,0,8.105339087,18,2,2,0,0,0.504597797,6.470888615,12.61494493,12.61494493,27.20447967,26.71070123,18.52441999,18.17,0,0,8.544941633,16,1,0,0,1,2.006874874,58.19937134,58.19937134,58.19937134,28.50345767,27.32422604,18.34788139,17.9702238,0,0,9.739978926,8,2,2,0,0,0.612239037,6.100318909,11.25190353,15.30597591,27.20457665,26.71070123,19.34822081,18.17,0,0,8.344192242,35,2,2,0,1,1.311376227,58.19937134,58.19937134,70.81431627,28.50345767,26.71070123,19.34822081,17.9702238,0,0,8.74796103,35,2,5,0,1,1.236449424,58.19937134,58.19937134,93.97015619
paquete 349,commonbean,NIC,El Tuma/La Dalia,yayule,Apante-2015,ALS 0532-6,INTA Centro Sur,INTA Matagalpa,-9999,-9999,-9999,-9999,-9999,16776,7,12,2015,341,-85.73,13.14,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),-9999,B,Humic Nitisols,26.50000373,26.35695636,16.14436777,15.78923909,0,0,10.40984216,15,1,2,0,0,0.494079933,6.518398285,6.518398285,12.35199833,29.10646401,26.55903394,15.71370757,15.39055949,0,0,12.03767099,6,2,2,1,0,1.47174485,16.53760338,16.53760338,42.68060064,31.0919172,29.47908616,15.92723984,15.49295412,11,0,14.46984409,8,1,2,0,0,0.783579912,9.046356201,9.046356201,19.5894978,29.10646401,26.35695636,16.14436777,15.39055949,0,0,11.29621984,22,2,4,1,0,1.019122203,16.53760338,16.53760338,55.03259897,31.0919172,26.35695636,16.14436777,15.39055949,11,0,12.22282468,22,2,6,1,0,0.981869694,16.53760338,16.53760338,74.62209678
paquete 465,commonbean,NIC,Matiguas,Manceras 1,Apante-2015,INTA Centro Sur,BRT 103-182,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.23,12.89,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,Humic Nitisols,26.49151436,26.19,19.42774711,19.0374226,0,0,7.026906005,10,3,4,0,0,1.380353775,8.578275681,21.79939651,34.50884438,27.59845953,26.2453674,19.0223163,18.81531145,0,0,7.951458135,5,2,6,1,1,2.502465478,24.78396225,37.44858313,72.57149887,30.17119731,27.70420366,18.81027602,18.45005968,2,0,10.20348489,7,2,2,0,0,0.968855228,9.825598717,10.28592539,24.22138071,27.59845953,26.19,19.42774711,18.81531145,0,0,7.529633868,10,3,10,2,1,2.25334526,24.78396225,37.44858313,121.680644,30.17119731,26.19,19.42774711,18.45005968,2,0,8.301266607,10,3,12,2,1,1.919763483,24.78396225,37.44858313,145.9020247
paquete 847,commonbean,NIC,Rancho Grande,Carpas 3,Apante-2015,ALS 0532-6,INTA Precoz,BRT 103-182,-9999,-9999,-9999,-9999,-9999,16781,12,12,2015,346,-85.42,13.16,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Humic Nitisols,27.194931,26.67688549,19.16479299,18.43016412,0,0,8.192567902,20,1,1,0,0,0.260208225,6.505205631,6.505205631,6.505205631,27.43692652,26.61140246,18.41,17.97209996,0,0,8.606940749,21,1,0,0,1,2.303225024,66.7935257,66.7935257,66.7935257,29.41039537,27.58295412,18.00986572,17.9300373,0,0,10.43906639,7,1,2,0,0,0.757074509,8.461941719,8.461941719,18.92686272,27.43692652,26.61140246,19.16479299,17.97209996,0,0,8.4173116,42,1,1,0,1,1.357383913,66.7935257,66.7935257,73.29873133,29.41039537,26.61140246,19.16479299,17.9300373,0,0,9.002495705,42,1,3,0,1,1.213494658,66.7935257,66.7935257,92.22559404
paquete 848,commonbean,NIC,Waslala,San Rafael Kum,Apante-2015,INTA Matagalpa,INTA Centro Sur,INTA Fuerte Sequia,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.34,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,Humic Nitisols,27.21415517,27.01306602,18.89415517,18.32903767,0,0,8.515607982,22,1,0,0,0,0,0,0,0,27.6487542,27.1053674,18.30832152,18.23531145,0,0,9.172132151,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,28.41950019,27.66889593,18.47145468,18.23027602,0,0,9.619197687,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,27.6487542,27.01306602,18.89415517,18.23531145,0,0,8.875295114,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,28.41950019,27.01306602,18.89415517,18.23027602,0,0,9.092601983,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
paquete 850,commonbean,NIC,Waslala,Las Delicias,Apante-2015,INTA Rojo,INTA Precoz,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.37,13.34,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Better,Better,Yield-(A/B/C),-9999,C,Humic Nitisols,27.21415517,27.01306602,18.89415517,18.32903767,0,0,8.515607982,22,1,0,0,0,0,0,0,0,27.6487542,27.1053674,18.30832152,18.23531145,0,0,9.172132151,18,1,0,0,1,2.68744107,77.93579102,77.93579102,77.93579102,28.41950019,27.66889593,18.47145468,18.23027602,0,0,9.619197687,7,2,3,0,0,1.071208553,9.484207153,12.54440212,26.78021383,27.6487542,27.01306602,18.89415517,18.23531145,0,0,8.875295114,41,1,0,0,1,1.443255389,77.93579102,77.93579102,77.93579102,28.41950019,27.01306602,18.89415517,18.23027602,0,0,9.092601983,41,2,3,0,1,1.377842169,77.93579102,77.93579102,104.7160048
