"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110"
"1",3.46818907107916,3.19922808689381,3.23020220899508,6.65326418862703,6.77091252364939,7.0084118495811,6.96047266916353,10.7353360877837,10.4625693355331,10.8009393906121,11.5122025470053,11.3442806775566,3.0367474680084,2.82678693463714,3.54105346997454,3.53338600209798,3.66971774804365,7.1293651229654,7.43230361015303,7.24252212502959,11.8844481624157,12.4913549837096,12.6067116232846,11.6879240918465,11.1119320089911,3.16177926304722,3.10784956814367,3.22500745577376,3.91233113661845,3.99053089567751,8.19207979580851,7.3200406069357,7.02254058454298,7.24470481074347,12.3271542550045,12.5174227478896,11.8572454783725,11.8812753053645,11.9348550422047,3.41669405731629,3.45976703745486,3.41792653626348,3.64882244781936,3.77848601139436,7.68219521873979,7.73002356331744,8.02344804569819,8.17704211282966,12.410885495894,11.637010803525,12.0256439538267,11.9072602083729,11.5431922136304,3.09042967982016,3.029475022194,3.61109450364855,3.62278300306055,3.76845202888896,7.37841785506098,7.39367041738675,8.12890378331304,7.93637997211829,11.6993454285105,12.0107545005388,11.9953120996763,12.0883340379721,12.3926236456059,3.56983271840286,3.61574527970757,3.843802630479,3.97134685497574,3.57521227273791,7.60618582076416,8.03474212607367,8.30707596756093,12.4790556476557,12.4814169835359,11.9595655743521,12.4900859463017,12.4436386326074,3.42006916019628,3.35025609071514,3.53954541649887,4.07077157272261,4.04271044974374,8.24976590182458,8.22401210599745,8.53568399159679,8.27889022882901,13.0756394432965,13.2548512394564,13.8443067241978,13.7464507819682,13.6365987238226,3.38520759722769,3.27713590953123,3.39214739104239,4.11492672237895,4.25003113821496,8.54809404248625,8.38199277446314,8.2534356156056,8.33722308443752,12.9088534068027,13.0521389280218,12.9273266500433,14.7483779042124,12.9820036454631,3.57221401580628,3.52299669522522
"2",3.08193813743775,2.79272342685804,2.8300902619802,5.81780854565085,5.93890947842411,6.10261439225007,6.01721683314859,9.45477797576909,9.19532323355397,9.4960623939151,9.96417746707455,9.91209684372244,2.63609693424445,2.48696110194031,3.12253416078777,3.10836000109311,3.19751673457618,6.2266219025743,6.48587394300309,6.28857557594958,10.3476473858914,10.7917966649759,10.9288041129403,10.3339930825914,9.92661462209672,2.79158595780779,2.73348172743724,2.84280372580785,3.37926457784793,3.49380475723042,7.06615880101537,6.40700553426744,6.08698959327839,6.34034719368378,10.7527845741433,10.8820718064768,10.2341022486761,10.2531182755984,10.3736987389469,2.99862919760821,3.04623010443948,3.00415729589232,3.2859381073343,3.30288378990474,6.75280750411588,6.76042412546336,7.06772314306037,7.18148620719103,11.067505500956,10.1650784079904,10.6128088882278,10.5538371787361,10.1006542290946,2.70868993438662,2.63061395650407,3.13947555104401,3.1865611548403,3.32110785264359,6.51903945801213,6.44406938585812,7.14879601274727,7.02582649809831,10.2734803909932,10.5431145599556,10.543308556159,10.5892400275337,10.9221402462723,3.1160012393937,3.1700441548572,3.36669167630786,3.4701923305682,3.13775703167851,6.59929344511485,7.05827275473131,7.17222873297924,11.0396125676568,10.9359412886882,10.4442210944166,10.8426917176479,10.8269367718053,2.98775267072491,2.89574909374733,3.09415300802091,3.53732124922302,3.52070197075937,7.22270078679954,7.27976969835941,7.4859920564443,7.29763301372476,11.3923002087595,11.6517015609462,12.0938758860944,12.0215571379712,11.886365430808,2.98624680160144,2.86764127264619,2.96848193742777,3.57815139896175,3.72426996638959,7.48676954301885,7.4460783405519,7.18145470200305,7.291268710138,11.2342619212099,11.3273842430761,11.261260859334,12.8168800626296,11.1571192312119,3.11197714459008,3.07301012266422
"3",3.08193813743775,2.79272342685804,2.8300902619802,5.81780854565085,5.93890947842411,6.10261439225007,9.45562645209064,9.45477797576909,9.19532323355397,9.4960623939151,9.96417746707455,2.70329913919703,2.63609693424445,2.48696110194031,3.12253416078777,3.10836000109311,6.39503346915236,6.2266219025743,6.48587394300309,6.28857557594958,10.3476473858914,10.7917966649759,10.9288041129403,10.3339930825914,9.92661462209672,2.79158595780779,2.73348172743724,2.84280372580785,3.37926457784793,3.49380475723042,7.06615880101537,6.40700553426744,6.08698959327839,6.34034719368378,10.7527845741433,10.8820718064768,10.2341022486761,10.2531182755984,10.3736987389469,2.99862919760821,3.04623010443948,3.50485017854104,3.2859381073343,3.30288378990474,6.75280750411588,6.76042412546336,7.06772314306037,7.18148620719103,11.067505500956,10.1650784079904,10.6128088882278,10.5538371787361,10.1006542290946,2.70868993438662,2.63061395650407,3.13947555104401,3.1865611548403,3.32110785264359,6.51903945801213,6.44406938585812,7.14879601274727,11.0405844970116,10.2734803909932,10.5431145599556,10.543308556159,10.5892400275337,2.97876552171063,3.1160012393937,3.1700441548572,3.36669167630786,3.4701923305682,6.27551406335703,6.59929344511485,7.05827275473131,7.17222873297924,11.0396125676568,10.9359412886882,10.4442210944166,10.8426917176479,10.8269367718053,2.98775267072491,2.89574909374733,3.09415300802091,3.53732124922302,3.52070197075937,7.22270078679954,7.27976969835941,7.4859920564443,7.29763301372476,11.3923002087595,11.6517015609462,12.0938758860944,12.0215571379712,11.886365430808,2.98624680160144,2.86764127264619,3.46322892699906,3.57815139896175,3.72426996638959,7.48676954301885,7.4460783405519,7.18145470200305,7.291268710138,11.2342619212099,11.3273842430761,11.261260859334,12.8168800626296,11.1571192312119,3.11197714459008,3.07301012266422
"4",3.08348436852376,2.79275142287553,2.82999887124477,5.81750246288534,5.94013329716179,6.10311764773154,9.45531112621881,9.45913811432659,9.19830868034839,9.49888943062655,9.96397046715685,2.70386702662602,2.63632863535836,2.48736744203657,3.12425242904433,3.11007929216142,6.39621329810208,6.2304670424673,6.48917132908577,6.2897539902627,10.3508343542015,10.7903240999268,10.9289973257218,10.3381080590023,9.93486311409837,2.79293621945299,2.73509010217394,2.84450792696478,3.37926260221844,3.49532957306176,7.06683592111014,6.41263081744455,6.08662810690248,6.34197904289326,10.7573159299901,10.8850103588713,10.2407955842314,10.2571095496445,10.3757578872889,2.99932724801161,3.04795917877749,3.50678239762354,3.2908915668944,3.30418010776357,6.75486927368408,6.76210891036895,7.07091954011737,7.18419995634761,11.0758929098552,10.1695393988915,10.6195878415476,10.567204167644,10.1063468194868,2.71120865745792,2.63180312591246,3.14158130374096,3.18786115401517,3.32403187414264,6.52463666285402,6.44436430385808,7.15307070273607,11.0500426175186,10.2781480839085,10.5478802928631,10.5514621915759,10.5948626074638,2.97973323498494,3.11667243418572,3.17113832311524,3.36883178775734,3.47316905760404,6.27959219456792,6.60314316089876,7.0622933401279,7.17434210635814,11.0504617733173,10.9462100784502,10.4471419547502,10.8449995597657,10.8315236816407,2.9888991151296,2.89520029143249,3.09658642178163,3.53825928394242,3.52199443195813,7.22541553679694,7.28485228644005,7.48867530995857,7.30142990499958,11.3954571314837,11.6570140660431,12.0940748800766,12.0230132693064,11.8870109927524,2.98852242259297,2.86981781730019,3.4644413619966,3.57842686775546,3.72594251971032,7.48984252910355,7.4524041777136,7.18285818728702,7.29372304136812,11.238313772094,11.3263115222068,11.2629933494275,12.8262889810978,11.1581593683134,3.11300313159675,3.07392980540655
"5",2.8300902619802,2.90890427282542,5.93890947842411,6.10261439225007,6.01721683314859,6.01667689367124,9.19532323355397,9.4960623939151,9.96417746707455,9.91209684372244,9.66568875889632,2.48696110194031,2.6764578521038,2.66430857236553,3.19751673457618,3.11331095128715,6.48587394300309,6.28857557594958,6.58486651829452,6.86750696862103,10.9288041129403,10.3339930825914,9.92661462209672,10.2358151786286,10.0227663339365,2.84280372580785,2.89651249529822,3.49380475723042,3.53307940050769,3.20350276713372,6.08698959327839,6.34034719368378,6.84268109263666,6.92495478593981,10.2341022486761,10.2531182755984,10.3736987389469,10.9949737245634,11.1695103829448,3.00415729589232,2.81651837771512,3.30288378990474,3.37640375205794,3.38021206273168,7.06772314306037,7.18148620719103,7.04295804606289,10.1650784079904,10.6128088882278,10.5538371787361,10.1006542290946,9.93186309275093,2.63061395650407,2.69097904375201,2.73133813272026,3.32110785264359,3.25951972900606,6.44406938585812,7.14879601274727,7.02582649809831,6.53766933972296,10.5431145599556,10.543308556159,10.5892400275337,10.9221402462723,11.4253378777769,3.1700441548572,2.8857357225496,2.97445056905846,3.13775703167851,3.29964672255742,7.05827275473131,7.17222873297924,7.02520799759975,6.95923536552885,10.4442210944166,10.8426917176479,10.8269367718053,10.9550931259913,10.6177466770735,3.09415300802091,3.03198964219116,3.52070197075937,3.61135039339977,3.6398848491797,7.4859920564443,7.29763301372476,7.24964558739239,7.41471917514755,12.0938758860944,12.0215571379712,11.886365430808,10.949571605872,10.5146846663693,2.96848193742777,3.06698691339579,3.72426996638959,3.74338477150942,3.72303917027595,7.18145470200305,7.291268710138,7.14907576804267,11.3273842430761,11.261260859334,12.8168800626296,11.1571192312119,11.410582863497,3.07301012266422,3.01718045424264,3.07467157147809
"6",2.8300902619802,2.90890427282542,5.93890947842411,6.10261439225007,6.01721683314859,6.01667689367124,9.19532323355397,9.4960623939151,9.96417746707455,9.91209684372244,9.66568875889632,2.48696110194031,2.6764578521038,2.66430857236553,3.19751673457618,3.11331095128715,6.48587394300309,6.28857557594958,6.58486651829452,6.86750696862103,10.9288041129403,10.3339930825914,9.92661462209672,10.2358151786286,10.0227663339365,2.84280372580785,2.89651249529822,3.49380475723042,3.53307940050769,3.20350276713372,6.08698959327839,6.34034719368378,6.84268109263666,6.92495478593981,10.2341022486761,10.2531182755984,10.3736987389469,10.9949737245634,11.1695103829448,3.00415729589232,2.81651837771512,3.30288378990474,3.37640375205794,3.38021206273168,7.06772314306037,7.18148620719103,7.04295804606289,10.1650784079904,10.6128088882278,10.5538371787361,10.1006542290946,9.93186309275093,2.63061395650407,2.69097904375201,2.73133813272026,3.32110785264359,3.25951972900606,6.44406938585812,7.14879601274727,7.02582649809831,6.53766933972296,10.5431145599556,10.543308556159,10.5892400275337,10.9221402462723,11.4253378777769,3.1700441548572,2.8857357225496,2.97445056905846,3.13775703167851,3.29964672255742,7.05827275473131,7.17222873297924,7.02520799759975,6.95923536552885,10.4442210944166,10.8426917176479,10.8269367718053,10.9550931259913,10.6177466770735,3.09415300802091,3.03198964219116,3.52070197075937,3.61135039339977,3.6398848491797,7.4859920564443,7.29763301372476,7.24964558739239,7.41471917514755,12.0938758860944,12.0215571379712,11.886365430808,10.949571605872,10.5146846663693,2.96848193742777,3.06698691339579,3.72426996638959,3.74338477150942,3.72303917027595,7.18145470200305,7.291268710138,7.14907576804267,11.3273842430761,11.261260859334,12.8168800626296,11.1571192312119,11.410582863497,3.07301012266422,3.01718045424264,3.07467157147809
"7",2.82999887124477,2.90875123144267,5.94013329716179,6.10311764773154,6.01701617123015,6.01945152729874,9.19830868034839,9.49888943062655,9.96397046715685,9.91417909762873,9.66653832964733,2.48736744203657,2.67793065346657,3.11007929216142,3.19810664905104,3.11523352123365,6.48917132908577,6.2897539902627,6.58689458903731,6.86656988177161,10.9289973257218,10.3381080590023,9.93486311409837,10.2407661379943,10.0286637079711,2.84450792696478,2.89651080190152,3.49532957306176,3.53341796055507,3.20631540872228,6.08662810690248,6.34197904289326,6.84556468272097,10.8850103588713,10.2407955842314,10.2571095496445,10.3757578872889,10.9975332427092,3.04795917877749,3.00581348367732,2.8207642001952,3.30418010776357,3.37743463684204,6.76210891036895,7.07091954011737,7.18419995634761,7.04829548808966,10.1695393988915,10.6195878415476,10.567204167644,10.1063468194868,9.94109841067904,2.63180312591246,2.69278397463511,2.73245241772729,3.32403187414264,3.26231833142701,6.44436430385808,7.15307070273607,7.03184530205731,6.54063968975992,10.5478802928631,10.5514621915759,10.5948626074638,10.9256885282781,11.4277989253476,3.17113832311524,2.88757010379201,3.47316905760404,3.13979609728396,3.30157158044938,7.0622933401279,7.17434210635814,7.03211203756558,6.96577004992285,10.4471419547502,10.8449995597657,10.8315236816407,10.9592967554752,10.6157344019191,3.09658642178163,3.03279367195065,3.52199443195813,3.61270776839847,3.64242614322002,7.48867530995857,7.30142990499958,7.2516545382169,11.6570140660431,12.0940748800766,12.0230132693064,11.8870109927524,10.9579155495076,2.86981781730019,2.96952116742566,3.06722302950468,3.72594251971032,3.74492126455177,7.4524041777136,7.18285818728702,7.29372304136812,7.15165421860526,11.3263115222068,11.2629933494275,12.8262889810978,11.1581593683134,11.4143448158548,3.07392980540655,3.01695021844845,3.07536065155644
"8",3.08193813743775,2.79272342685804,5.6601805239604,5.81780854565085,5.93890947842411,6.10261439225007,9.45562645209064,9.45477797576909,9.19532323355397,9.4960623939151,9.96417746707455,2.70329913919703,2.63609693424445,2.90145461893036,3.12253416078777,3.10836000109311,6.39503346915236,6.2266219025743,6.48587394300309,6.28857557594958,10.3476473858914,10.7917966649759,10.9288041129403,10.3339930825914,9.92661462209672,2.79158595780779,2.73348172743724,3.31660434677583,3.37926457784793,3.49380475723042,7.06615880101537,6.40700553426744,6.08698959327839,9.96340273293165,10.7527845741433,10.8820718064768,10.2341022486761,10.2531182755984,2.82919056516734,2.99862919760821,3.04623010443948,3.50485017854104,3.2859381073343,6.60576757980948,6.75280750411588,6.76042412546336,7.06772314306037,11.2851926113002,11.067505500956,10.1650784079904,10.6128088882278,10.5538371787361,2.75472388066217,2.70868993438662,2.63061395650407,3.13947555104401,3.1865611548403,6.64221570528719,6.51903945801213,6.44406938585812,7.14879601274727,11.0405844970116,10.2734803909932,10.5431145599556,10.543308556159,10.5892400275337,2.97876552171063,3.1160012393937,3.6983848473334,3.36669167630786,3.4701923305682,6.27551406335703,6.59929344511485,7.05827275473131,7.17222873297924,11.0396125676568,10.9359412886882,10.4442210944166,10.8426917176479,10.8269367718053,2.98775267072491,2.89574909374733,3.6098451760244,3.53732124922302,3.52070197075937,7.22270078679954,7.27976969835941,7.4859920564443,11.4677090215675,11.3923002087595,11.6517015609462,12.0938758860944,12.0215571379712,3.241736026584,2.98624680160144,2.86764127264619,3.46322892699906,3.57815139896175,7.44853993277919,7.48676954301885,7.4460783405519,7.18145470200305,11.457707973074,11.2342619212099,11.3273842430761,11.261260859334,12.8168800626296,3.04285069942143,3.11197714459008,3.07301012266422
"9",3.05675063373583,2.76890147561596,5.6120957943867,5.76821527898045,5.88856920313147,6.05020653822144,9.37323127920696,9.3749933997609,9.11759144105848,9.41576967268207,9.87795204768702,2.68021941421947,2.61336501974659,2.87688671874551,3.09629542956722,3.08214844990438,6.34043790571852,6.17324962885764,6.43075416701927,9.79733078234733,10.2589043285934,10.6979718279309,10.8344930912979,10.2470222746877,2.68506186321103,2.76823895354113,2.71007620753741,3.28826626042655,3.34939225241952,6.92693811194489,7.00412439974905,6.35200813957088,6.03395097073702,9.87711043258208,10.6595725916008,10.787922287262,10.1445993941051,10.1627674578443,2.80452436325067,2.9730079493801,3.02028752323335,3.4749243675474,3.25849715571007,6.54887671468976,6.6948982664178,6.7019819145925,7.0072812344738,11.1876859139316,10.9749421802392,10.0767615013758,10.5223941133061,10.4624099194785,2.73049898438301,2.68489390444089,3.04196164374907,3.11154880899998,3.15866723282886,6.58485060579282,6.46272294669513,6.38654968740417,7.08650474693035,10.9451459491946,10.183416517027,10.4509607898835,10.4511075127731,10.4965278457268,2.95286695210282,3.08861749533936,3.66615481580593,3.33729177723988,3.43971543025497,6.22004247881094,6.54056524910799,6.99661493752299,11.1692564222177,10.9435405709513,10.8386849599596,10.3508553000232,10.7441604805459,2.92622502920542,2.96083535174003,2.8694043895942,3.57741444001522,3.50524308028534,6.97770505232835,7.15804299497196,7.21568035565363,7.41944653902298,11.3659019009751,11.2892244816206,11.5477084325009,11.9857319218912,11.9141970899544,3.21263960917287,2.95967152171973,2.84199492650456,3.43228666488872,3.54577014427965,7.38203764269195,7.42030107403368,7.38121220234699,7.11577726881588,11.353482964292,11.1307468781121,11.2229261848278,11.1596080140919,12.7014140749166,3.01475060722734,3.08363966712861,3.55254338251554
"10",3.1780837645311,3.13340288179597,6.16696873704752,5.58550284575106,5.65999774248954,5.81750246288534,9.33449518125424,9.59061344643528,9.45531112621881,9.45913811432659,9.19830868034839,2.5906062083527,2.71744649104278,3.15451153106369,3.07571674125142,2.90192868237599,6.24850485808866,6.22015858432284,6.39621329810208,9.79073392387718,10.1972692314205,9.88389912755567,10.3508343542015,10.7903240999268,2.98063563428777,2.81948401609153,2.70950812202683,3.25842558936182,3.19093845253626,6.63718516291783,6.75852520443689,6.99065914612352,7.06683592111014,10.0769912845557,9.56470131084676,9.96596706740369,10.7573159299901,10.8850103588713,2.79294425024494,2.79739351353941,2.82975215107878,3.49921512268021,3.5559523752404,7.01356479524708,6.5817831337888,6.60836021552714,6.75486927368408,10.6261711448655,11.111444991613,11.2894570742605,11.0758929098552,10.1695393988915,2.89625122951299,2.88196477299382,3.21565580620035,3.16307676703424,3.0704369802312,6.28316260748193,6.37572230803033,6.64806374828529,6.52463666285402,10.126858191777,11.2405396757281,11.0500426175186,10.2781480839085,10.5478802928631,2.87767150679343,2.88950798385377,3.47635544081576,3.63611783988334,3.69966137696778,6.73766357551469,6.94633811520808,6.27959219456792,10.3763678242695,11.0978895344867,11.2739661671342,11.0504617733173,10.9462100784502,2.84922053311368,2.95772715266337,2.95405191317473,3.4870489676512,3.37773367333791,7.22536831749047,7.07651856788485,7.04398886391627,7.22541553679694,11.4476250215487,11.7679183442206,11.4736755649993,11.3954571314837,11.6570140660431,3.29838405820272,3.27900361890174,3.24191208893247,3.48660949302513,3.34812078685022,6.9288827239932,7.15685373551092,7.45188503942064,7.48984252910355,11.7109208506928,11.2873485800225,11.4615647792928,11.238313772094,11.3263115222068,3.07172545893477,3.49807881302667,3.55032343537245
