"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66133832931519,10.1066722869873,0,0,0,0,5.72521018981934,0,0,0,0,0,0,5.64977645874023,0,0,0,0,16.5376033782959,0,0,0,0,0,9.04635620117188,0,0,0,0,0,0,7.41113805770874,0,0,0,0,0,0,0,0,3.13200354576111,0,0,0,0,0,3.70956420898438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53248643875122,0,0,0,0,0,0,0,3.62864375114441,0,0,0,0,0,0,0,0,0,0,0,4.30518388748169,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.935791015625,0,0,0,0,0,0,0,0,0,0,9.48420715332031,0,0,0,0,0,0,0,4.75160455703735,0,0,0,0,0,0,6.78899145126343,5.75541067123413,0,0,0,0,0,0,0,0,0,0,5.74039220809937,0,0,0,0,0,0,4.60669612884521,10.421441078186,0,0,0,0,0,0,0,0,0,0,5.56478881835938,0,0,0,0,0,0,0,0,0,0,0,0,0
