LAT,LON,YEAR,DOY,T2M_MAX,T2M_MIN
12.75,-85.75,2015,355,29.48,21.37
12.75,-85.25,2015,355,29.59,22.07
12.75,-84.75,2015,355,30.29,23.18
12.75,-84.25,2015,355,30.44,24.33
13.25,-86.25,2015,355,28.32,19.2
13.25,-85.75,2015,355,28.16,20.32
13.25,-85.25,2015,355,28.85,21.51
13.25,-84.75,2015,355,29.82,22.82
13.25,-84.25,2015,355,30.11,24.01
13.75,-86.25,2015,355,27.97,18.77
13.75,-85.75,2015,355,27.97,20.13
13.75,-85.25,2015,355,27.97,21.34
13.75,-84.75,2015,355,28.58,22.37
13.75,-84.25,2015,355,29.33,23.31
14.25,-86.25,2015,355,28.22,18.61
14.25,-85.75,2015,355,28.07,19.94
14.25,-85.25,2015,355,27.76,21.3
14.25,-84.75,2015,355,28.03,22.11
14.25,-84.25,2015,355,28.73,22.66
14.75,-86.25,2015,355,27.56,18.05
14.75,-85.75,2015,355,27.33,19.14
14.75,-85.25,2015,355,27.46,20.62
14.75,-84.75,2015,355,27.99,21.73
14.75,-84.25,2015,355,28.71,22.48
12.75,-86.25,2015,356,30.7,20.44
12.75,-85.75,2015,356,29.69,20.88
12.75,-85.25,2015,356,29.87,21.53
12.75,-84.75,2015,356,30.56,22.48
12.75,-84.25,2015,356,30.66,23.65
13.25,-86.25,2015,356,28.25,18.72
13.25,-85.75,2015,356,28.22,19.79
13.25,-85.25,2015,356,28.92,20.81
13.25,-84.75,2015,356,29.87,21.97
13.25,-84.25,2015,356,30.2,23.25
13.75,-86.25,2015,356,27.76,18.54
13.75,-85.75,2015,356,27.96,19.71
13.75,-85.25,2015,356,27.94,20.63
13.75,-84.75,2015,356,28.58,21.6
13.75,-84.25,2015,356,29.24,22.77
14.25,-86.25,2015,356,27.73,18.64
14.25,-85.75,2015,356,27.85,19.95
14.25,-85.25,2015,356,27.66,20.74
14.25,-84.75,2015,356,27.89,21.45
14.25,-84.25,2015,356,28.43,22.36
14.75,-86.25,2015,356,27.18,18.23
14.75,-85.75,2015,356,27.16,19.44
14.75,-85.25,2015,356,27.35,20.37
14.75,-84.75,2015,356,27.69,21.25
14.75,-84.25,2015,356,28.21,22.22
12.75,-86.25,2015,357,31.45,20.78
12.75,-85.75,2015,357,30.6,21.08
12.75,-85.25,2015,357,30.83,21.95
12.75,-84.75,2015,357,31.36,23.04
12.75,-84.25,2015,357,31.13,24.13
13.25,-86.25,2015,357,29.14,19.02
13.25,-85.75,2015,357,29.11,20.02
13.25,-85.25,2015,357,29.8,21.37
13.25,-84.75,2015,357,30.6,22.62
13.25,-84.25,2015,357,30.58,23.66
13.75,-86.25,2015,357,28.69,18.73
13.75,-85.75,2015,357,28.87,19.88
13.75,-85.25,2015,357,28.76,21.13
13.75,-84.75,2015,357,29.06,22.09
13.75,-84.25,2015,357,29.47,22.91
14.25,-86.25,2015,357,28.57,18.87
14.25,-85.75,2015,357,28.76,20.2
14.25,-85.25,2015,357,28.3,21.21
14.25,-84.75,2015,357,28.33,21.8
14.25,-84.25,2015,357,28.83,22.37
14.75,-86.25,2015,357,27.84,18.53
14.75,-85.75,2015,357,28,19.56
14.75,-85.25,2015,357,27.88,20.71
14.75,-84.75,2015,357,28.21,21.61
14.75,-84.25,2015,357,28.8,22.41
12.75,-86.25,2015,358,31.76,21.33
12.75,-85.75,2015,358,30.87,21.46
12.75,-85.25,2015,358,30.8,22.13
12.75,-84.75,2015,358,31.14,23.12
12.75,-84.25,2015,358,30.89,24.14
13.25,-86.25,2015,358,29.46,19.63
13.25,-85.75,2015,358,29.22,20.43
13.25,-85.25,2015,358,29.62,21.59
13.25,-84.75,2015,358,30.28,22.72
13.25,-84.25,2015,358,30.29,23.65
13.75,-86.25,2015,358,28.91,19.25
13.75,-85.75,2015,358,28.81,20.32
13.75,-85.25,2015,358,28.41,21.24
13.75,-84.75,2015,358,28.64,22.04
13.75,-84.25,2015,358,28.96,22.91
14.25,-86.25,2015,358,28.64,19.34
14.25,-85.75,2015,358,28.63,20.51
14.25,-85.25,2015,358,28.06,21.25
14.25,-84.75,2015,358,27.86,21.92
14.25,-84.25,2015,358,28.21,22.82
14.75,-86.25,2015,358,27.98,19.05
14.75,-85.75,2015,358,27.86,20.05
14.75,-85.25,2015,358,27.64,21.15
14.75,-84.75,2015,358,27.82,22.13
14.75,-84.25,2015,358,28.3,22.99
12.75,-86.25,2015,359,30.58,21
12.75,-85.75,2015,359,29.91,20.99
12.75,-85.25,2015,359,30.32,21.5
12.75,-84.75,2015,359,30.96,22.47
12.75,-84.25,2015,359,30.72,23.71
13.25,-86.25,2015,359,28.44,19.08
13.25,-85.75,2015,359,28.47,19.88
13.25,-85.25,2015,359,29.37,20.99
13.25,-84.75,2015,359,30.41,22.23
13.25,-84.25,2015,359,30.5,23.46
13.75,-86.25,2015,359,28.1,18.8
13.75,-85.75,2015,359,28.29,19.82
13.75,-85.25,2015,359,28.18,20.86
13.75,-84.75,2015,359,28.7,21.81
13.75,-84.25,2015,359,29.41,22.81
14.25,-86.25,2015,359,28.01,18.79
14.25,-85.75,2015,359,28.3,19.93
14.25,-85.25,2015,359,27.77,20.85
14.25,-84.75,2015,359,27.71,21.61
14.25,-84.25,2015,359,28.29,22.45
14.75,-86.25,2015,359,27.32,18.12
14.75,-85.75,2015,359,27.42,19.28
14.75,-85.25,2015,359,27.26,20.23
14.75,-84.75,2015,359,27.44,21.27
14.75,-84.25,2015,359,28.04,22.49
12.75,-86.25,2015,360,30.58,21.67
12.75,-85.75,2015,360,29.66,21.33
12.75,-85.25,2015,360,29.88,21.87
12.75,-84.75,2015,360,30.42,22.9
12.75,-84.25,2015,360,30.21,24.02
13.25,-86.25,2015,360,28.32,19.59
13.25,-85.75,2015,360,28.11,20.19
13.25,-85.25,2015,360,28.9,21.23
13.25,-84.75,2015,360,29.87,22.38
13.25,-84.25,2015,360,29.99,23.5
13.75,-86.25,2015,360,27.78,19.08
13.75,-85.75,2015,360,27.79,20.02
13.75,-85.25,2015,360,27.81,20.98
13.75,-84.75,2015,360,28.35,21.82
13.75,-84.25,2015,360,28.93,22.77
14.25,-86.25,2015,360,27.69,19.03
14.25,-85.75,2015,360,27.79,20.13
14.25,-85.25,2015,360,27.47,21
14.25,-84.75,2015,360,27.54,21.67
14.25,-84.25,2015,360,28.05,22.46
14.75,-86.25,2015,360,27.17,18.39
14.75,-85.75,2015,360,26.96,19.46
14.75,-85.25,2015,360,26.94,20.66
14.75,-84.75,2015,360,27.3,21.65
14.75,-84.25,2015,360,27.96,22.52
12.75,-86.25,2015,361,30.85,20.36
12.75,-85.75,2015,361,29.79,20.58
12.75,-85.25,2015,361,29.9,20.98
12.75,-84.75,2015,361,30.4,21.93
12.75,-84.25,2015,361,30.21,23.34
13.25,-86.25,2015,361,28.74,18.47
13.25,-85.75,2015,361,28.33,19.47
13.25,-85.25,2015,361,29.03,20.32
13.25,-84.75,2015,361,29.86,21.43
13.25,-84.25,2015,361,29.88,22.86
13.75,-86.25,2015,361,28.29,18.18
13.75,-85.75,2015,361,28.13,19.28
13.75,-85.25,2015,361,27.95,20.03
13.75,-84.75,2015,361,28.24,20.9
13.75,-84.25,2015,361,28.73,22.22
14.25,-86.25,2015,361,28.2,18.18
14.25,-85.75,2015,361,28.12,19.31
14.25,-85.25,2015,361,27.51,19.78
14.25,-84.75,2015,361,27.39,20.46
14.25,-84.25,2015,361,27.93,21.79
14.75,-86.25,2015,361,27.67,17.65
14.75,-85.75,2015,361,27.42,18.53
14.75,-85.25,2015,361,27.12,19.42
14.75,-84.75,2015,361,27.32,20.6
14.75,-84.25,2015,361,28.02,22.04
12.75,-86.25,2015,362,32.06,19.76
12.75,-85.75,2015,362,31,20.26
12.75,-85.25,2015,362,31.05,21.18
12.75,-84.75,2015,362,31.39,22.37
12.75,-84.25,2015,362,31.04,23.66
13.25,-86.25,2015,362,29.95,17.93
13.25,-85.75,2015,362,29.61,19.17
13.25,-85.25,2015,362,30.21,20.69
13.25,-84.75,2015,362,30.88,22.17
13.25,-84.25,2015,362,30.65,23.44
13.75,-86.25,2015,362,29.44,17.6
13.75,-85.75,2015,362,29.39,18.86
13.75,-85.25,2015,362,29.08,20.12
13.75,-84.75,2015,362,29.21,21.39
13.75,-84.25,2015,362,29.45,22.74
14.25,-86.25,2015,362,29.2,17.8
14.25,-85.75,2015,362,29.23,19.03
14.25,-85.25,2015,362,28.53,19.95
14.25,-84.75,2015,362,28.21,21.04
14.25,-84.25,2015,362,28.56,22.46
14.75,-86.25,2015,362,28.38,17.7
14.75,-85.75,2015,362,28.19,18.66
14.75,-85.25,2015,362,27.96,19.89
14.75,-84.75,2015,362,28.04,21.09
14.75,-84.25,2015,362,28.53,22.45
12.75,-86.25,2015,363,31.82,20.3
12.75,-85.75,2015,363,30.91,20.63
12.75,-85.25,2015,363,31.23,21.49
12.75,-84.75,2015,363,31.78,22.57
12.75,-84.25,2015,363,31.33,23.68
13.25,-86.25,2015,363,29.86,18.75
13.25,-85.75,2015,363,29.66,19.9
13.25,-85.25,2015,363,30.42,21.17
13.25,-84.75,2015,363,31.23,22.4
13.25,-84.25,2015,363,31.04,23.52
13.75,-86.25,2015,363,29.45,18.75
13.75,-85.75,2015,363,29.56,19.76
13.75,-85.25,2015,363,29.25,20.73
13.75,-84.75,2015,363,29.45,21.76
13.75,-84.25,2015,363,29.74,22.79
14.25,-86.25,2015,363,29.18,18.97
14.25,-85.75,2015,363,29.45,19.89
14.25,-85.25,2015,363,28.76,20.67
14.25,-84.75,2015,363,28.44,21.51
14.25,-84.25,2015,363,28.74,22.56
14.75,-86.25,2015,363,28.47,18.6
14.75,-85.75,2015,363,28.59,19.27
14.75,-85.25,2015,363,28.33,20.28
14.75,-84.75,2015,363,28.35,21.46
14.75,-84.25,2015,363,28.79,22.67
12.75,-86.25,2015,364,32.25,21.54
12.75,-85.75,2015,364,31.3,21.57
12.75,-85.25,2015,364,31.03,22.26
12.75,-84.75,2015,364,31.32,23.13
12.75,-84.25,2015,364,31.04,24.02
13.25,-86.25,2015,364,30.03,19.64
13.25,-85.75,2015,364,29.67,20.59
13.25,-85.25,2015,364,30.18,21.71
13.25,-84.75,2015,364,30.83,22.68
13.25,-84.25,2015,364,30.64,23.49
13.75,-86.25,2015,364,29.46,19.18
13.75,-85.75,2015,364,29.3,20.44
13.75,-85.25,2015,364,29.08,21.39
13.75,-84.75,2015,364,29.23,22.14
13.75,-84.25,2015,364,29.44,22.95
14.25,-86.25,2015,364,29.14,19.26
14.25,-85.75,2015,364,29.22,20.63
14.25,-85.25,2015,364,28.56,21.52
14.25,-84.75,2015,364,28.34,22.16
14.25,-84.25,2015,364,28.55,22.88
14.75,-86.25,2015,364,28.57,18.93
14.75,-85.75,2015,364,28.5,20.25
14.75,-85.25,2015,364,28.13,21.55
14.75,-84.75,2015,364,28.15,22.49
14.75,-84.25,2015,364,28.42,23.1
12.75,-86.25,2015,365,30.9,21.69
12.75,-85.75,2015,365,29.63,21.52
12.75,-85.25,2015,365,29.76,21.83
12.75,-84.75,2015,365,30.35,22.84
12.75,-84.25,2015,365,30.23,24.06
13.25,-86.25,2015,365,28.54,19.81
13.25,-85.75,2015,365,28.06,20.52
13.25,-85.25,2015,365,28.74,21.33
13.25,-84.75,2015,365,29.57,22.4
13.25,-84.25,2015,365,29.58,23.61
13.75,-86.25,2015,365,27.94,19.53
13.75,-85.75,2015,365,27.87,20.41
13.75,-85.25,2015,365,27.88,21.2
13.75,-84.75,2015,365,28.21,21.82
13.75,-84.25,2015,365,28.64,22.54
14.25,-86.25,2015,365,27.78,19.49
14.25,-85.75,2015,365,28,20.48
14.25,-85.25,2015,365,27.64,21.11
14.25,-84.75,2015,365,27.5,21.49
14.25,-84.25,2015,365,28.04,21.97
14.75,-86.25,2015,365,27.46,19.02
14.75,-85.75,2015,365,27.51,19.91
14.75,-85.25,2015,365,27.34,20.84
14.75,-84.75,2015,365,27.43,21.7
14.75,-84.25,2015,365,28.03,22.45
12.75,-86.25,2016,1,31.5,20.54
12.75,-85.75,2016,1,30.31,20.54
12.75,-85.25,2016,1,30.48,20.87
12.75,-84.75,2016,1,31.09,21.74
12.75,-84.25,2016,1,30.89,23.1
13.25,-86.25,2016,1,29.37,18.78
13.25,-85.75,2016,1,28.98,19.46
13.25,-85.25,2016,1,29.78,20.29
13.25,-84.75,2016,1,30.68,21.29
13.25,-84.25,2016,1,30.6,22.56
13.75,-86.25,2016,1,28.74,18.32
13.75,-85.75,2016,1,28.72,19.38
13.75,-85.25,2016,1,28.66,20.39
13.75,-84.75,2016,1,28.99,21.08
13.75,-84.25,2016,1,29.41,21.8
14.25,-86.25,2016,1,28.6,18.26
14.25,-85.75,2016,1,28.69,19.49
14.25,-85.25,2016,1,28.19,20.28
14.25,-84.75,2016,1,28,20.83
14.25,-84.25,2016,1,28.43,21.48
14.75,-86.25,2016,1,28.03,17.69
14.75,-85.75,2016,1,27.99,18.79
14.75,-85.25,2016,1,27.73,19.6
14.75,-84.75,2016,1,27.83,20.65
14.75,-84.25,2016,1,28.3,21.98
12.75,-86.25,2016,2,31.54,20.4
12.75,-85.75,2016,2,30.45,20.52
12.75,-85.25,2016,2,30.62,21.08
12.75,-84.75,2016,2,31.21,22.02
12.75,-84.25,2016,2,30.91,23.22
13.25,-86.25,2016,2,29.25,18.77
13.25,-85.75,2016,2,29.04,19.63
13.25,-85.25,2016,2,29.87,20.61
13.25,-84.75,2016,2,30.78,21.66
13.25,-84.25,2016,2,30.66,22.65
13.75,-86.25,2016,2,28.49,18.49
13.75,-85.75,2016,2,28.65,19.57
13.75,-85.25,2016,2,28.68,20.49
13.75,-84.75,2016,2,29.07,21.37
13.75,-84.25,2016,2,29.41,22.23
14.25,-86.25,2016,2,28.27,18.42
14.25,-85.75,2016,2,28.54,19.55
14.25,-85.25,2016,2,28.14,20.46
14.25,-84.75,2016,2,27.98,21.19
14.25,-84.25,2016,2,28.31,21.93
14.75,-86.25,2016,2,27.55,17.91
14.75,-85.75,2016,2,27.58,18.95
14.75,-85.25,2016,2,27.45,20.16
14.75,-84.75,2016,2,27.6,21.11
14.75,-84.25,2016,2,28.11,21.91
12.75,-86.25,2016,3,31.82,19.2
12.75,-85.75,2016,3,30.61,19.41
12.75,-85.25,2016,3,30.63,20.44
12.75,-84.75,2016,3,31.25,21.78
12.75,-84.25,2016,3,30.99,23.07
13.25,-86.25,2016,3,29.71,17.78
13.25,-85.75,2016,3,29.39,18.73
13.25,-85.25,2016,3,30.06,20.02
13.25,-84.75,2016,3,30.83,21.42
13.25,-84.25,2016,3,30.52,22.69
13.75,-86.25,2016,3,29.08,17.45
13.75,-85.75,2016,3,29.19,18.53
13.75,-85.25,2016,3,28.99,19.48
13.75,-84.75,2016,3,29.01,20.65
13.75,-84.25,2016,3,29.13,22.01
14.25,-86.25,2016,3,28.97,17.08
14.25,-85.75,2016,3,29.05,18.18
14.25,-85.25,2016,3,28.34,19.22
14.25,-84.75,2016,3,27.77,20.28
14.25,-84.25,2016,3,27.97,21.44
14.75,-86.25,2016,3,28.57,16.48
14.75,-85.75,2016,3,28.04,17.43
14.75,-85.25,2016,3,27.46,18.8
14.75,-84.75,2016,3,27.31,20.29
14.75,-84.25,2016,3,27.83,21.68
12.75,-86.25,2016,4,32.09,20.46
12.75,-85.75,2016,4,30.96,20.51
12.75,-85.25,2016,4,31.01,21.3
12.75,-84.75,2016,4,31.57,22.47
12.75,-84.25,2016,4,31.32,23.65
13.25,-86.25,2016,4,29.39,18.73
13.25,-85.75,2016,4,29.23,19.57
13.25,-85.25,2016,4,30.08,20.84
13.25,-84.75,2016,4,31.02,22.18
13.25,-84.25,2016,4,30.91,23.3
13.75,-86.25,2016,4,28.28,18.25
13.75,-85.75,2016,4,28.51,19.35
13.75,-85.25,2016,4,28.45,20.54
13.75,-84.75,2016,4,28.83,21.65
13.75,-84.25,2016,4,29.33,22.68
14.25,-86.25,2016,4,27.71,18.06
14.25,-85.75,2016,4,28.22,19.18
14.25,-85.25,2016,4,27.82,20.34
14.25,-84.75,2016,4,27.58,21.35
14.25,-84.25,2016,4,27.82,22.26
14.75,-86.25,2016,4,26.44,17.77
14.75,-85.75,2016,4,26.98,18.55
14.75,-85.25,2016,4,27.04,19.92
14.75,-84.75,2016,4,27.19,21.08
14.75,-84.25,2016,4,27.62,22.15
12.75,-86.25,2016,5,32.46,21.01
12.75,-85.75,2016,5,31.29,20.25
12.75,-85.25,2016,5,31.38,20.98
12.75,-84.75,2016,5,31.88,22.36
12.75,-84.25,2016,5,31.42,23.66
13.25,-86.25,2016,5,30.21,18.69
13.25,-85.75,2016,5,29.94,19.12
13.25,-85.25,2016,5,30.62,20.28
13.25,-84.75,2016,5,31.37,21.79
13.25,-84.25,2016,5,31.04,23.13
13.75,-86.25,2016,5,29.25,18
13.75,-85.75,2016,5,29.57,18.97
13.75,-85.25,2016,5,29.27,19.86
13.75,-84.75,2016,5,29.26,20.99
13.75,-84.25,2016,5,29.41,22.25
14.25,-86.25,2016,5,28.48,17.49
14.25,-85.75,2016,5,29.33,18.39
14.25,-85.25,2016,5,28.59,19.12
14.25,-84.75,2016,5,27.94,20.13
14.25,-84.25,2016,5,28.02,21.44
14.75,-86.25,2016,5,27.33,16.95
14.75,-85.75,2016,5,28.04,17.48
14.75,-85.25,2016,5,27.79,18.35
14.75,-84.75,2016,5,27.62,19.58
14.75,-84.25,2016,5,27.9,21.05
12.75,-86.25,2016,6,32.1,20.36
12.75,-85.75,2016,6,30.64,20.29
12.75,-85.25,2016,6,30.5,20.91
12.75,-84.75,2016,6,30.91,21.84
12.75,-84.25,2016,6,30.53,22.69
13.25,-86.25,2016,6,30.1,18.62
13.25,-85.75,2016,6,29.42,19.25
13.25,-85.25,2016,6,29.79,20.17
13.25,-84.75,2016,6,30.39,21.22
13.25,-84.25,2016,6,30.16,22.28
13.75,-86.25,2016,6,29.43,18.34
13.75,-85.75,2016,6,29.27,19.11
13.75,-85.25,2016,6,28.76,19.85
13.75,-84.75,2016,6,28.68,20.67
13.75,-84.25,2016,6,28.8,21.66
14.25,-86.25,2016,6,28.78,18.26
14.25,-85.75,2016,6,29.03,19.16
14.25,-85.25,2016,6,28.18,20.01
14.25,-84.75,2016,6,27.57,20.64
14.25,-84.25,2016,6,27.68,21.25
14.75,-86.25,2016,6,27.3,17.72
14.75,-85.75,2016,6,27.66,18.56
14.75,-85.25,2016,6,27.35,19.78
14.75,-84.75,2016,6,27.22,20.82
14.75,-84.25,2016,6,27.59,21.55
12.75,-86.25,2016,7,32.82,19.88
12.75,-85.75,2016,7,31.38,19.84
12.75,-85.25,2016,7,31.31,20.31
12.75,-84.75,2016,7,31.67,21.02
12.75,-84.25,2016,7,31.06,21.94
13.25,-86.25,2016,7,31.02,18.35
13.25,-85.75,2016,7,30.27,19.1
13.25,-85.25,2016,7,30.65,19.84
13.25,-84.75,2016,7,31.26,20.72
13.25,-84.25,2016,7,30.82,21.75
13.75,-86.25,2016,7,30.52,18.06
13.75,-85.75,2016,7,30.21,19.09
13.75,-85.25,2016,7,29.5,19.74
13.75,-84.75,2016,7,29.28,20.4
13.75,-84.25,2016,7,29.23,21.27
14.25,-86.25,2016,7,30.07,17.91
14.25,-85.75,2016,7,30.01,18.93
14.25,-85.25,2016,7,28.75,19.62
14.25,-84.75,2016,7,27.83,20.28
14.25,-84.25,2016,7,27.81,21.08
14.75,-86.25,2016,7,28.71,17.3
14.75,-85.75,2016,7,28.61,18.07
14.75,-85.25,2016,7,27.76,19.36
14.75,-84.75,2016,7,27.38,20.5
14.75,-84.25,2016,7,27.79,21.32
12.75,-86.25,2016,8,33.79,19.94
12.75,-85.75,2016,8,32.41,19.66
12.75,-85.25,2016,8,32.17,20.02
12.75,-84.75,2016,8,32.32,20.3
12.75,-84.25,2016,8,31.47,20.68
13.25,-86.25,2016,8,32.22,18.31
13.25,-85.75,2016,8,31.42,19.1
13.25,-85.25,2016,8,31.61,20.1
13.25,-84.75,2016,8,32.03,20.58
13.25,-84.25,2016,8,31.37,20.79
13.75,-86.25,2016,8,31.83,18.06
13.75,-85.75,2016,8,31.49,18.98
13.75,-85.25,2016,8,30.59,19.82
13.75,-84.75,2016,8,30.06,20.39
13.75,-84.25,2016,8,29.67,20.84
14.25,-86.25,2016,8,31.57,18.09
14.25,-85.75,2016,8,31.57,18.89
14.25,-85.25,2016,8,29.99,19.38
14.25,-84.75,2016,8,28.55,19.84
14.25,-84.25,2016,8,28.08,20.38
14.75,-86.25,2016,8,30.36,17.71
14.75,-85.75,2016,8,30.43,18.47
14.75,-85.25,2016,8,29.11,19.02
14.75,-84.75,2016,8,28.06,19.43
14.75,-84.25,2016,8,28.01,19.91
12.75,-86.25,2016,9,33.29,19.18
12.75,-85.75,2016,9,32.29,18.67
12.75,-85.25,2016,9,32.25,19.32
12.75,-84.75,2016,9,32.48,20.24
12.75,-84.25,2016,9,31.66,21.23
13.25,-86.25,2016,9,31.97,18.23
13.25,-85.75,2016,9,31.22,18.32
13.25,-85.25,2016,9,31.57,19.42
13.25,-84.75,2016,9,32.15,20.57
13.25,-84.25,2016,9,31.57,21.55
13.75,-86.25,2016,9,31.97,18.27
13.75,-85.75,2016,9,31.38,18.53
13.75,-85.25,2016,9,30.55,19
13.75,-84.75,2016,9,30.15,19.83
13.75,-84.25,2016,9,29.79,21.09
14.25,-86.25,2016,9,31.91,18.17
14.25,-85.75,2016,9,31.53,18.66
14.25,-85.25,2016,9,29.93,18.48
14.25,-84.75,2016,9,28.54,18.82
14.25,-84.25,2016,9,28.06,20.02
14.75,-86.25,2016,9,30.86,18.03
14.75,-85.75,2016,9,30.33,18.46
14.75,-85.25,2016,9,28.89,18.33
14.75,-84.75,2016,9,27.92,18.64
14.75,-84.25,2016,9,27.98,19.61
12.75,-86.25,2016,10,32.43,20.88
12.75,-85.75,2016,10,31.48,19.96
12.75,-85.25,2016,10,31.81,20.02
12.75,-84.75,2016,10,32.28,20.56
12.75,-84.25,2016,10,31.54,21.48
13.25,-86.25,2016,10,30.31,19.09
13.25,-85.75,2016,10,30,19.47
13.25,-85.25,2016,10,30.91,20.41
13.25,-84.75,2016,10,31.86,21.15
13.25,-84.25,2016,10,31.45,21.8
13.75,-86.25,2016,10,29.63,18.73
13.75,-85.75,2016,10,29.93,19.39
13.75,-85.25,2016,10,29.86,20.14
13.75,-84.75,2016,10,29.91,20.87
13.75,-84.25,2016,10,29.76,21.46
14.25,-86.25,2016,10,29.91,18.91
14.25,-85.75,2016,10,30.18,19.59
14.25,-85.25,2016,10,29.4,19.87
14.25,-84.75,2016,10,28.5,20.39
14.25,-84.25,2016,10,28.2,20.9
14.75,-86.25,2016,10,29.28,18.47
14.75,-85.75,2016,10,29.53,19.07
14.75,-85.25,2016,10,28.76,19.47
14.75,-84.75,2016,10,28.1,19.95
14.75,-84.25,2016,10,28.18,20.61
12.75,-86.25,2016,11,30.96,20.16
12.75,-85.75,2016,11,29.65,19.27
12.75,-85.25,2016,11,29.95,19.49
12.75,-84.75,2016,11,30.59,20.34
12.75,-84.25,2016,11,30.2,21.33
13.25,-86.25,2016,11,29.01,18.44
13.25,-85.75,2016,11,28.42,18.61
13.25,-85.25,2016,11,29.36,19
13.25,-84.75,2016,11,30.38,19.9
13.25,-84.25,2016,11,30.14,21.17
13.75,-86.25,2016,11,28.63,18.38
13.75,-85.75,2016,11,28.42,18.78
13.75,-85.25,2016,11,28.41,18.99
13.75,-84.75,2016,11,28.61,19.54
13.75,-84.25,2016,11,28.72,20.47
14.25,-86.25,2016,11,28.58,18.47
14.25,-85.75,2016,11,28.68,19.16
14.25,-85.25,2016,11,28.06,19.29
14.25,-84.75,2016,11,27.46,19.46
14.25,-84.25,2016,11,27.47,20.04
14.75,-86.25,2016,11,27.97,17.91
14.75,-85.75,2016,11,27.99,18.5
14.75,-85.25,2016,11,27.52,19.12
14.75,-84.75,2016,11,27.26,19.84
14.75,-84.25,2016,11,27.52,20.51
12.75,-86.25,2016,12,32.02,19.65
12.75,-85.75,2016,12,30.73,19.73
12.75,-85.25,2016,12,30.95,20.27
12.75,-84.75,2016,12,31.52,21.14
12.75,-84.25,2016,12,30.98,22.14
13.25,-86.25,2016,12,30.06,17.94
13.25,-85.75,2016,12,29.45,18.75
13.25,-85.25,2016,12,30.24,19.51
13.25,-84.75,2016,12,31.1,20.51
13.25,-84.25,2016,12,30.74,21.67
13.75,-86.25,2016,12,29.59,17.74
13.75,-85.75,2016,12,29.41,18.64
13.75,-85.25,2016,12,29.18,19.17
13.75,-84.75,2016,12,29.22,19.82
13.75,-84.25,2016,12,29.22,20.85
14.25,-86.25,2016,12,29.38,17.67
14.25,-85.75,2016,12,29.49,18.58
14.25,-85.25,2016,12,28.67,19.18
14.25,-84.75,2016,12,27.93,19.68
14.25,-84.25,2016,12,27.82,20.45
14.75,-86.25,2016,12,28.65,17.06
14.75,-85.75,2016,12,28.65,17.8
14.75,-85.25,2016,12,27.97,18.9
14.75,-84.75,2016,12,27.56,19.82
14.75,-84.25,2016,12,27.76,20.58
12.75,-86.25,2016,13,31.77,19.96
12.75,-85.75,2016,13,30.64,19.83
12.75,-85.25,2016,13,30.92,20.44
12.75,-84.75,2016,13,31.46,21.37
12.75,-84.25,2016,13,30.94,22.36
13.25,-86.25,2016,13,29.67,18.21
13.25,-85.75,2016,13,29.29,18.83
13.25,-85.25,2016,13,30.2,19.82
13.25,-84.75,2016,13,31.06,20.87
13.25,-84.25,2016,13,30.65,21.87
13.75,-86.25,2016,13,29.1,17.93
13.75,-85.75,2016,13,29.14,18.76
13.75,-85.25,2016,13,29.11,19.56
13.75,-84.75,2016,13,29.21,20.24
13.75,-84.25,2016,13,29.17,21.06
14.25,-86.25,2016,13,28.9,17.98
14.25,-85.75,2016,13,29.13,18.82
14.25,-85.25,2016,13,28.49,19.37
14.25,-84.75,2016,13,27.86,19.95
14.25,-84.25,2016,13,27.78,20.83
14.75,-86.25,2016,13,28.05,17.53
14.75,-85.75,2016,13,28.07,18.1
14.75,-85.25,2016,13,27.63,18.84
14.75,-84.75,2016,13,27.36,19.91
14.75,-84.25,2016,13,27.58,21.19
12.75,-86.25,2016,14,32.55,19.52
12.75,-85.75,2016,14,31.39,19.63
12.75,-85.25,2016,14,31.72,20.33
12.75,-84.75,2016,14,32.31,21.1
12.75,-84.25,2016,14,31.71,21.95
13.25,-86.25,2016,14,30.73,17.96
13.25,-85.75,2016,14,30.18,19.03
13.25,-85.25,2016,14,31.06,19.79
13.25,-84.75,2016,14,31.97,20.85
13.25,-84.25,2016,14,31.46,22.17
13.75,-86.25,2016,14,30.32,17.9
13.75,-85.75,2016,14,30.23,19.1
13.75,-85.25,2016,14,30.11,19.62
13.75,-84.75,2016,14,30.06,20.44
13.75,-84.25,2016,14,29.87,21.69
14.25,-86.25,2016,14,29.94,18.09
14.25,-85.75,2016,14,30.21,19.18
14.25,-85.25,2016,14,29.58,19.9
14.25,-84.75,2016,14,28.72,20.52
14.25,-84.25,2016,14,28.41,21.27
14.75,-86.25,2016,14,28.8,17.92
14.75,-85.75,2016,14,29.08,18.48
14.75,-85.25,2016,14,28.66,19.57
14.75,-84.75,2016,14,28.26,20.53
14.75,-84.25,2016,14,28.39,21.29
12.75,-86.25,2016,15,33.31,19.4
12.75,-85.75,2016,15,32.06,19.4
12.75,-85.25,2016,15,32.09,19.99
12.75,-84.75,2016,15,32.33,20.76
12.75,-84.25,2016,15,31.42,21.7
13.25,-86.25,2016,15,31.79,17.89
13.25,-85.75,2016,15,31.03,18.79
13.25,-85.25,2016,15,31.48,20.04
13.25,-84.75,2016,15,32.03,20.98
13.25,-84.25,2016,15,31.33,21.7
13.75,-86.25,2016,15,31.56,18.04
