LAT,LON,YEAR,DOY,T2M_MAX,T2M_MIN
13.25,-84.75,2016,251,27.01,22.53
13.25,-84.25,2016,251,27.43,23.72
13.75,-86.25,2016,251,25.41,19.45
13.75,-85.75,2016,251,25.6,20.22
13.75,-85.25,2016,251,25.77,21.24
13.75,-84.75,2016,251,26.45,22.37
13.75,-84.25,2016,251,27.34,23.52
14.25,-86.25,2016,251,25.54,19.67
14.25,-85.75,2016,251,26.1,20.68
14.25,-85.25,2016,251,26.06,21.54
14.25,-84.75,2016,251,26.54,22.42
14.25,-84.25,2016,251,27.49,23.4
14.75,-86.25,2016,251,26.61,19.16
14.75,-85.75,2016,251,26.53,19.88
14.75,-85.25,2016,251,26.54,21.2
14.75,-84.75,2016,251,27.07,22.57
14.75,-84.25,2016,251,27.95,23.69
12.75,-86.25,2016,252,28.36,21.11
12.75,-85.75,2016,252,27.22,20.75
12.75,-85.25,2016,252,27.32,21.53
12.75,-84.75,2016,252,27.81,22.51
12.75,-84.25,2016,252,28.18,23.41
13.25,-86.25,2016,252,26.58,19.14
13.25,-85.75,2016,252,26.13,19.87
13.25,-85.25,2016,252,26.87,21.16
13.25,-84.75,2016,252,27.73,22.27
13.25,-84.25,2016,252,28.22,23.16
13.75,-86.25,2016,252,26.22,18.88
13.75,-85.75,2016,252,25.98,19.91
13.75,-85.25,2016,252,26.28,21.09
13.75,-84.75,2016,252,27.07,22.05
13.75,-84.25,2016,252,28.04,22.94
14.25,-86.25,2016,252,26.57,19.12
14.25,-85.75,2016,252,26.18,20.07
14.25,-85.25,2016,252,26.25,21.19
14.25,-84.75,2016,252,26.92,22.24
14.25,-84.25,2016,252,27.91,23.1
14.75,-86.25,2016,252,27.06,19.23
14.75,-85.75,2016,252,26.1,19.79
14.75,-85.25,2016,252,26.22,21.16
14.75,-84.75,2016,252,27.01,22.49
14.75,-84.25,2016,252,27.95,23.5
12.75,-86.25,2016,253,27.38,20.97
12.75,-85.75,2016,253,26.42,20.95
12.75,-85.25,2016,253,27.18,21.81
12.75,-84.75,2016,253,28.23,22.98
12.75,-84.25,2016,253,28.89,24.13
13.25,-86.25,2016,253,25.89,19.46
13.25,-85.75,2016,253,25.71,20.42
13.25,-85.25,2016,253,27,21.66
13.25,-84.75,2016,253,28.3,22.97
13.25,-84.25,2016,253,29.02,24.21
13.75,-86.25,2016,253,25.76,19.34
13.75,-85.75,2016,253,26.04,20.36
13.75,-85.25,2016,253,26.71,21.62
13.75,-84.75,2016,253,27.84,22.82
13.75,-84.25,2016,253,29.01,23.95
14.25,-86.25,2016,253,26.25,19.55
14.25,-85.75,2016,253,26.55,20.48
14.25,-85.25,2016,253,26.91,21.73
14.25,-84.75,2016,253,27.73,22.91
14.25,-84.25,2016,253,28.84,23.87
14.75,-86.25,2016,253,26.59,19.54
14.75,-85.75,2016,253,26.44,20.33
14.75,-85.25,2016,253,26.94,21.82
14.75,-84.75,2016,253,27.81,23.18
14.75,-84.25,2016,253,28.81,24.11
12.75,-86.25,2016,254,29.14,22.14
12.75,-85.75,2016,254,28.08,22.08
12.75,-85.25,2016,254,28.52,22.75
12.75,-84.75,2016,254,29.22,23.56
12.75,-84.25,2016,254,29.69,24.44
13.25,-86.25,2016,254,28.17,20.58
13.25,-85.75,2016,254,27.86,21.21
13.25,-85.25,2016,254,28.83,22.35
13.25,-84.75,2016,254,29.86,23.43
13.25,-84.25,2016,254,30.41,24.36
13.75,-86.25,2016,254,28.45,20.27
13.75,-85.75,2016,254,28.54,21.02
13.75,-85.25,2016,254,29.02,21.94
13.75,-84.75,2016,254,29.98,22.88
13.75,-84.25,2016,254,30.89,23.88
14.25,-86.25,2016,254,29.14,20.36
14.25,-85.75,2016,254,29.15,21.18
14.25,-85.25,2016,254,29.32,21.77
14.25,-84.75,2016,254,29.95,22.49
14.25,-84.25,2016,254,30.8,23.48
14.75,-86.25,2016,254,29.62,20.06
14.75,-85.75,2016,254,28.97,20.67
14.75,-85.25,2016,254,29.21,21.64
14.75,-84.75,2016,254,29.84,22.75
14.75,-84.25,2016,254,30.6,23.75
12.75,-86.25,2016,255,29.14,21.89
12.75,-85.75,2016,255,28.25,21.46
12.75,-85.25,2016,255,28.41,22.11
12.75,-84.75,2016,255,28.72,23.05
12.75,-84.25,2016,255,28.78,23.99
13.25,-86.25,2016,255,28.04,20.19
13.25,-85.75,2016,255,27.81,20.84
13.25,-85.25,2016,255,28.44,22.02
13.25,-84.75,2016,255,29.09,23.17
13.25,-84.25,2016,255,29.25,24.1
13.75,-86.25,2016,255,28.21,20.05
13.75,-85.75,2016,255,28.38,20.81
13.75,-85.25,2016,255,28.5,21.83
13.75,-84.75,2016,255,29.03,22.94
13.75,-84.25,2016,255,29.53,24.02
14.25,-86.25,2016,255,28.71,20.36
14.25,-85.75,2016,255,28.85,21.11
14.25,-85.25,2016,255,28.7,21.95
14.25,-84.75,2016,255,28.85,22.87
14.25,-84.25,2016,255,29.28,23.84
14.75,-86.25,2016,255,28.75,20.22
14.75,-85.75,2016,255,28.44,20.79
14.75,-85.25,2016,255,28.46,21.84
14.75,-84.75,2016,255,28.76,22.94
14.75,-84.25,2016,255,29.19,23.9
12.75,-86.25,2016,256,28.25,21.73
12.75,-85.75,2016,256,27.8,21.44
12.75,-85.25,2016,256,28.38,22.09
12.75,-84.75,2016,256,28.89,22.91
12.75,-84.25,2016,256,29.01,23.73
13.25,-86.25,2016,256,27.49,20.39
13.25,-85.75,2016,256,27.56,20.97
13.25,-85.25,2016,256,28.32,21.93
13.25,-84.75,2016,256,29,22.81
13.25,-84.25,2016,256,29.31,23.55
13.75,-86.25,2016,256,27.75,20.22
13.75,-85.75,2016,256,28,21.01
13.75,-85.25,2016,256,28.07,21.77
13.75,-84.75,2016,256,28.42,22.4
13.75,-84.25,2016,256,29.04,23.09
14.25,-86.25,2016,256,28.44,20.28
14.25,-85.75,2016,256,28.59,21.28
14.25,-85.25,2016,256,28.01,21.94
14.25,-84.75,2016,256,27.4,22.51
14.25,-84.25,2016,256,27.62,23.07
14.75,-86.25,2016,256,28.55,20.18
14.75,-85.75,2016,256,28.06,20.91
14.75,-85.25,2016,256,27.32,21.88
14.75,-84.75,2016,256,26.66,22.71
14.75,-84.25,2016,256,27.12,23.39
12.75,-86.25,2016,257,28.21,22.08
12.75,-85.75,2016,257,27.37,21.6
12.75,-85.25,2016,257,27.63,22.04
12.75,-84.75,2016,257,28.22,22.85
12.75,-84.25,2016,257,28.67,23.79
13.25,-86.25,2016,257,27.25,20.37
13.25,-85.75,2016,257,26.99,20.69
13.25,-85.25,2016,257,27.66,21.79
13.25,-84.75,2016,257,28.59,22.75
13.25,-84.25,2016,257,29.2,23.53
13.75,-86.25,2016,257,27.57,20.16
13.75,-85.75,2016,257,27.66,20.65
13.75,-85.25,2016,257,27.71,21.61
13.75,-84.75,2016,257,28.27,22.44
13.75,-84.25,2016,257,29.14,23.24
14.25,-86.25,2016,257,28.27,20.55
14.25,-85.75,2016,257,28.24,20.74
14.25,-85.25,2016,257,27.88,21.56
14.25,-84.75,2016,257,28.08,22.26
14.25,-84.25,2016,257,28.86,22.9
14.75,-86.25,2016,257,28.2,20.5
14.75,-85.75,2016,257,27.65,20.4
14.75,-85.25,2016,257,27.66,21.41
14.75,-84.75,2016,257,28.16,22.39
14.75,-84.25,2016,257,28.9,23.09
12.75,-86.25,2016,258,28.77,21.65
12.75,-85.75,2016,258,27.77,21.62
12.75,-85.25,2016,258,28.1,22.39
12.75,-84.75,2016,258,28.74,23.18
12.75,-84.25,2016,258,29.15,23.93
13.25,-86.25,2016,258,27.22,20.3
13.25,-85.75,2016,258,27.17,20.99
13.25,-85.25,2016,258,28.24,22.12
13.25,-84.75,2016,258,29.44,23.16
13.25,-84.25,2016,258,30.04,24.08
13.75,-86.25,2016,258,27.33,20.17
13.75,-85.75,2016,258,27.78,20.96
13.75,-85.25,2016,258,28.36,21.77
13.75,-84.75,2016,258,29.37,22.73
13.75,-84.25,2016,258,30.29,23.86
14.25,-86.25,2016,258,28.01,20.36
14.25,-85.75,2016,258,28.5,21.16
14.25,-85.25,2016,258,28.64,21.87
14.25,-84.75,2016,258,29.12,22.61
14.25,-84.25,2016,258,29.84,23.53
14.75,-86.25,2016,258,28.13,20.23
14.75,-85.75,2016,258,28.15,20.8
14.75,-85.25,2016,258,28.34,21.82
14.75,-84.75,2016,258,28.75,22.78
14.75,-84.25,2016,258,29.34,23.62
12.75,-86.25,2016,259,29.27,21.64
12.75,-85.75,2016,259,28.28,21.47
12.75,-85.25,2016,259,28.61,22.14
12.75,-84.75,2016,259,29.18,23.08
12.75,-84.25,2016,259,29.5,24.13
13.25,-86.25,2016,259,28.08,20.03
13.25,-85.75,2016,259,27.63,20.71
13.25,-85.25,2016,259,28.33,21.79
13.25,-84.75,2016,259,29.22,22.94
13.25,-84.25,2016,259,29.74,24.07
13.75,-86.25,2016,259,27.79,19.95
13.75,-85.75,2016,259,27.8,20.8
13.75,-85.25,2016,259,28.01,21.63
13.75,-84.75,2016,259,28.74,22.62
13.75,-84.25,2016,259,29.65,23.8
14.25,-86.25,2016,259,27.72,20.35
14.25,-85.75,2016,259,27.97,21.34
14.25,-85.25,2016,259,27.88,21.9
14.25,-84.75,2016,259,28.26,22.55
14.25,-84.25,2016,259,29.14,23.52
14.75,-86.25,2016,259,27.26,20.35
14.75,-85.75,2016,259,27.12,21.12
14.75,-85.25,2016,259,27.32,22.01
14.75,-84.75,2016,259,27.96,22.91
14.75,-84.25,2016,259,28.95,23.79
12.75,-86.25,2016,260,27.52,22.02
12.75,-85.75,2016,260,26.25,21.98
12.75,-85.25,2016,260,26.84,22.72
12.75,-84.75,2016,260,27.79,23.48
12.75,-84.25,2016,260,28.35,24.17
13.25,-86.25,2016,260,26.5,20.4
13.25,-85.75,2016,260,26.05,21.19
13.25,-85.25,2016,260,27,22.49
13.25,-84.75,2016,260,27.96,23.62
13.25,-84.25,2016,260,28.39,24.44
13.75,-86.25,2016,260,26.75,20.13
13.75,-85.75,2016,260,26.97,20.99
13.75,-85.25,2016,260,27.51,22.01
13.75,-84.75,2016,260,28.26,23.06
13.75,-84.25,2016,260,28.88,24.08
14.25,-86.25,2016,260,27.24,20.3
14.25,-85.75,2016,260,27.62,21.17
14.25,-85.25,2016,260,27.9,21.82
14.25,-84.75,2016,260,28.47,22.62
14.25,-84.25,2016,260,29.13,23.61
14.75,-86.25,2016,260,27.59,20.19
14.75,-85.75,2016,260,27.57,20.92
14.75,-85.25,2016,260,27.9,21.77
14.75,-84.75,2016,260,28.49,22.73
14.75,-84.25,2016,260,29.09,23.73
12.75,-86.25,2016,261,29.03,21.81
12.75,-85.75,2016,261,27.62,21.81
12.75,-85.25,2016,261,27.75,22.51
12.75,-84.75,2016,261,28.17,23.3
12.75,-84.25,2016,261,28.41,24.13
13.25,-86.25,2016,261,27.63,20.38
13.25,-85.75,2016,261,26.97,20.84
13.25,-85.25,2016,261,27.63,21.79
13.25,-84.75,2016,261,28.45,22.68
13.25,-84.25,2016,261,28.82,23.53
13.75,-86.25,2016,261,27.16,20.25
13.75,-85.75,2016,261,27.11,20.87
13.75,-85.25,2016,261,27.41,21.44
13.75,-84.75,2016,261,28.18,22.1
13.75,-84.25,2016,261,28.96,22.95
14.25,-86.25,2016,261,27.48,20.44
14.25,-85.75,2016,261,27.6,21.25
14.25,-85.25,2016,261,27.69,21.66
14.25,-84.75,2016,261,28.08,22.18
14.25,-84.25,2016,261,28.65,22.93
14.75,-86.25,2016,261,27.94,20.26
14.75,-85.75,2016,261,27.68,21.02
14.75,-85.25,2016,261,27.61,21.73
14.75,-84.75,2016,261,27.88,22.48
14.75,-84.25,2016,261,28.35,23.25
12.75,-86.25,2016,262,28.59,21.58
12.75,-85.75,2016,262,27.61,21.87
12.75,-85.25,2016,262,27.94,22.83
12.75,-84.75,2016,262,28.51,23.76
12.75,-84.25,2016,262,28.78,24.59
13.25,-86.25,2016,262,27.08,20.1
13.25,-85.75,2016,262,26.94,21.03
13.25,-85.25,2016,262,27.66,22.32
13.25,-84.75,2016,262,28.46,23.55
13.25,-84.25,2016,262,28.9,24.58
13.75,-86.25,2016,262,26.88,19.76
13.75,-85.75,2016,262,27.16,20.91
13.75,-85.25,2016,262,27.4,22.02
13.75,-84.75,2016,262,28.02,23.09
13.75,-84.25,2016,262,28.81,24.17
14.25,-86.25,2016,262,27.27,19.7
14.25,-85.75,2016,262,27.6,21.01
14.25,-85.25,2016,262,27.53,22
14.25,-84.75,2016,262,27.82,22.91
14.25,-84.25,2016,262,28.56,23.89
14.75,-86.25,2016,262,27.44,19.46
14.75,-85.75,2016,262,27.28,20.64
14.75,-85.25,2016,262,27.29,21.82
14.75,-84.75,2016,262,27.7,22.99
14.75,-84.25,2016,262,28.51,24.09
12.75,-86.25,2016,263,29.09,21.88
12.75,-85.75,2016,263,28.03,21.88
12.75,-85.25,2016,263,28.34,22.73
12.75,-84.75,2016,263,29.03,23.72
12.75,-84.25,2016,263,29.42,24.67
13.25,-86.25,2016,263,27.42,20.39
13.25,-85.75,2016,263,27.27,21.07
13.25,-85.25,2016,263,28.13,22.25
13.25,-84.75,2016,263,29.03,23.45
13.25,-84.25,2016,263,29.39,24.51
13.75,-86.25,2016,263,27.2,20.16
13.75,-85.75,2016,263,27.48,20.99
13.75,-85.25,2016,263,27.96,21.99
13.75,-84.75,2016,263,28.75,23.09
13.75,-84.25,2016,263,29.4,24.22
14.25,-86.25,2016,263,27.67,20.18
14.25,-85.75,2016,263,27.95,20.94
14.25,-85.25,2016,263,28.16,21.9
14.25,-84.75,2016,263,28.59,22.98
14.25,-84.25,2016,263,29.12,24.09
14.75,-86.25,2016,263,27.53,19.93
14.75,-85.75,2016,263,27.55,20.42
14.75,-85.25,2016,263,27.92,21.55
14.75,-84.75,2016,263,28.34,22.93
14.75,-84.25,2016,263,28.78,24.24
12.75,-86.25,2016,264,29.08,21.61
12.75,-85.75,2016,264,28.11,21.74
12.75,-85.25,2016,264,28.58,22.6
12.75,-84.75,2016,264,29.31,23.63
12.75,-84.25,2016,264,29.61,24.63
13.25,-86.25,2016,264,27.67,20.32
13.25,-85.75,2016,264,27.54,21.1
13.25,-85.25,2016,264,28.52,22.22
13.25,-84.75,2016,264,29.58,23.42
13.25,-84.25,2016,264,30.06,24.52
13.75,-86.25,2016,264,27.6,20.13
13.75,-85.75,2016,264,27.94,21.04
13.75,-85.25,2016,264,28.42,21.97
13.75,-84.75,2016,264,29.28,22.96
13.75,-84.25,2016,264,30.22,24.01
14.25,-86.25,2016,264,28.11,20.23
14.25,-85.75,2016,264,28.5,21.04
14.25,-85.25,2016,264,28.66,21.89
14.25,-84.75,2016,264,29.17,22.78
14.25,-84.25,2016,264,29.97,23.72
14.75,-86.25,2016,264,28.12,19.93
14.75,-85.75,2016,264,28.16,20.53
14.75,-85.25,2016,264,28.5,21.69
14.75,-84.75,2016,264,29.16,22.93
14.75,-84.25,2016,264,29.92,23.97
12.75,-86.25,2016,265,27.84,21.25
12.75,-85.75,2016,265,26.65,20.93
12.75,-85.25,2016,265,26.74,21.62
12.75,-84.75,2016,265,27.19,22.48
12.75,-84.25,2016,265,27.5,23.23
13.25,-86.25,2016,265,26.59,19.79
13.25,-85.75,2016,265,26.31,20.39
13.25,-85.25,2016,265,26.77,21.57
13.25,-84.75,2016,265,27.44,22.72
13.25,-84.25,2016,265,27.86,23.56
13.75,-86.25,2016,265,26.79,19.5
13.75,-85.75,2016,265,26.9,20.42
13.75,-85.25,2016,265,26.79,21.3
13.75,-84.75,2016,265,27.17,22.21
13.75,-84.25,2016,265,27.75,23.1
14.25,-86.25,2016,265,27.47,19.35
14.25,-85.75,2016,265,27.45,20.64
14.25,-85.25,2016,265,27,21.34
14.25,-84.75,2016,265,26.98,21.99
14.25,-84.25,2016,265,27.4,22.79
14.75,-86.25,2016,265,27.48,19.14
14.75,-85.75,2016,265,27.2,20.18
14.75,-85.25,2016,265,26.88,21.41
14.75,-84.75,2016,265,26.92,22.42
14.75,-84.25,2016,265,27.33,23.26
12.75,-86.25,2016,266,28.54,20.06
12.75,-85.75,2016,266,27.73,19.52
12.75,-85.25,2016,266,28.06,20.36
12.75,-84.75,2016,266,28.56,21.41
12.75,-84.25,2016,266,28.64,22.4
13.25,-86.25,2016,266,27.28,18.47
13.25,-85.75,2016,266,26.92,18.89
13.25,-85.25,2016,266,27.66,20.14
13.25,-84.75,2016,266,28.47,21.4
13.25,-84.25,2016,266,28.76,22.45
13.75,-86.25,2016,266,27.29,18.22
13.75,-85.75,2016,266,27.04,19
13.75,-85.25,2016,266,27.21,20.02
13.75,-84.75,2016,266,27.91,21.03
13.75,-84.25,2016,266,28.7,22.04
14.25,-86.25,2016,266,27.67,18.53
14.25,-85.75,2016,266,27.31,19.42
14.25,-85.25,2016,266,27.19,20.22
14.25,-84.75,2016,266,27.52,20.99
14.25,-84.25,2016,266,28.11,21.85
14.75,-86.25,2016,266,27.62,18.5
14.75,-85.75,2016,266,26.86,19.23
14.75,-85.25,2016,266,26.92,20.13
14.75,-84.75,2016,266,27.31,21.16
14.75,-84.25,2016,266,27.72,22.23
12.75,-86.25,2016,267,27.91,19.94
12.75,-85.75,2016,267,27.36,19.82
12.75,-85.25,2016,267,27.61,20.77
12.75,-84.75,2016,267,27.94,21.9
12.75,-84.25,2016,267,27.99,22.91
13.25,-86.25,2016,267,26.68,18.3
13.25,-85.75,2016,267,26.74,18.86
13.25,-85.25,2016,267,27.56,20.26
13.25,-84.75,2016,267,28.25,21.69
13.25,-84.25,2016,267,28.38,22.85
13.75,-86.25,2016,267,26.72,18.26
13.75,-85.75,2016,267,27.08,19.04
13.75,-85.25,2016,267,27.56,19.99
13.75,-84.75,2016,267,28.22,21.16
13.75,-84.25,2016,267,28.73,22.49
14.25,-86.25,2016,267,27.28,18.75
14.25,-85.75,2016,267,27.61,19.59
14.25,-85.25,2016,267,27.76,20.19
14.25,-84.75,2016,267,28.12,21.02
14.25,-84.25,2016,267,28.63,22.21
14.75,-86.25,2016,267,27.28,18.74
14.75,-85.75,2016,267,27.31,19.12
14.75,-85.25,2016,267,27.64,19.99
14.75,-84.75,2016,267,28.1,21.08
14.75,-84.25,2016,267,28.55,22.29
12.75,-86.25,2016,268,28.89,20.97
12.75,-85.75,2016,268,28.01,20.54
12.75,-85.25,2016,268,28.12,21.3
12.75,-84.75,2016,268,28.43,22.22
12.75,-84.25,2016,268,28.6,22.96
13.25,-86.25,2016,268,27.54,19.69
13.25,-85.75,2016,268,27.36,20.08
13.25,-85.25,2016,268,27.83,21.12
13.25,-84.75,2016,268,28.34,22.24
13.25,-84.25,2016,268,28.62,23.22
13.75,-86.25,2016,268,27.43,19.82
13.75,-85.75,2016,268,27.6,20.44
13.75,-85.25,2016,268,27.63,21.37
13.75,-84.75,2016,268,28.06,22.33
13.75,-84.25,2016,268,28.74,23.34
14.25,-86.25,2016,268,27.72,20.31
14.25,-85.75,2016,268,27.8,21.01
14.25,-85.25,2016,268,27.63,21.98
14.25,-84.75,2016,268,27.92,22.75
14.25,-84.25,2016,268,28.61,23.44
14.75,-86.25,2016,268,27.5,20.15
14.75,-85.75,2016,268,27.17,20.7
14.75,-85.25,2016,268,27.22,21.99
14.75,-84.75,2016,268,27.73,23.09
14.75,-84.25,2016,268,28.49,23.93
12.75,-86.25,2016,269,28.19,20.72
12.75,-85.75,2016,269,27.44,21.29
12.75,-85.25,2016,269,27.98,22.4
12.75,-84.75,2016,269,28.58,23.39
12.75,-84.25,2016,269,28.76,24.28
13.25,-86.25,2016,269,26.81,19.26
13.25,-85.75,2016,269,26.9,20.29
13.25,-85.25,2016,269,27.82,21.81
13.25,-84.75,2016,269,28.64,23.16
13.25,-84.25,2016,269,28.96,24.24
13.75,-86.25,2016,269,27.23,19.21
13.75,-85.75,2016,269,27.69,20.13
13.75,-85.25,2016,269,28.01,21.52
13.75,-84.75,2016,269,28.49,22.83
13.75,-84.25,2016,269,28.97,23.95
14.25,-86.25,2016,269,28.3,19.48
14.25,-85.75,2016,269,28.52,20.41
14.25,-85.25,2016,269,28.48,21.58
14.25,-84.75,2016,269,28.65,22.73
14.25,-84.25,2016,269,28.98,23.73
14.75,-86.25,2016,269,28.81,19.15
14.75,-85.75,2016,269,28.42,20
14.75,-85.25,2016,269,28.41,21.52
14.75,-84.75,2016,269,28.72,22.91
14.75,-84.25,2016,269,29.17,23.89
12.75,-86.25,2016,270,27.84,21.45
12.75,-85.75,2016,270,26.89,21.65
12.75,-85.25,2016,270,27.18,22.58
12.75,-84.75,2016,270,27.74,23.59
12.75,-84.25,2016,270,28.2,24.54
13.25,-86.25,2016,270,26.61,19.89
13.25,-85.75,2016,270,26.65,20.82
13.25,-85.25,2016,270,27.64,22.15
13.25,-84.75,2016,270,28.67,23.47
13.25,-84.25,2016,270,29.23,24.6
13.75,-86.25,2016,270,26.92,19.75
13.75,-85.75,2016,270,27.51,20.76
13.75,-85.25,2016,270,28.12,21.95
13.75,-84.75,2016,270,29.06,23.08
13.75,-84.25,2016,270,29.98,24.2
14.25,-86.25,2016,270,27.92,20.18
14.25,-85.75,2016,270,28.37,21.28
14.25,-85.25,2016,270,28.53,22.25
14.25,-84.75,2016,270,29.07,23.02
14.25,-84.25,2016,270,29.97,23.81
14.75,-86.25,2016,270,28.34,20.34
14.75,-85.75,2016,270,28.19,21.2
14.75,-85.25,2016,270,28.42,22.19
14.75,-84.75,2016,270,29.07,23.09
14.75,-84.25,2016,270,29.95,23.92
12.75,-86.25,2016,271,28.63,21.07
12.75,-85.75,2016,271,27.73,21.09
12.75,-85.25,2016,271,28.27,21.66
12.75,-84.75,2016,271,28.99,22.45
12.75,-84.25,2016,271,29.38,23.38
13.25,-86.25,2016,271,27.2,19.36
13.25,-85.75,2016,271,27.02,20.18
13.25,-85.25,2016,271,28.08,21.04
13.25,-84.75,2016,271,29.21,22.19
13.25,-84.25,2016,271,29.77,23.51
13.75,-86.25,2016,271,27.32,19.21
13.75,-85.75,2016,271,27.49,20.14
13.75,-85.25,2016,271,27.89,20.83
13.75,-84.75,2016,271,28.83,21.81
13.75,-84.25,2016,271,29.93,23.15
14.25,-86.25,2016,271,28.15,19.6
14.25,-85.75,2016,271,28.13,20.51
14.25,-85.25,2016,271,28.11,21.26
14.25,-84.75,2016,271,28.71,21.91
14.25,-84.25,2016,271,29.8,22.68
14.75,-86.25,2016,271,28.46,19.58
14.75,-85.75,2016,271,27.88,20.38
14.75,-85.25,2016,271,28.07,21.4
14.75,-84.75,2016,271,28.83,22.21
14.75,-84.25,2016,271,29.78,22.89
12.75,-86.25,2016,272,29.53,20.46
12.75,-85.75,2016,272,28.46,20.69
12.75,-85.25,2016,272,28.63,21.55
12.75,-84.75,2016,272,29.06,22.54
12.75,-84.25,2016,272,29.28,23.61
13.25,-86.25,2016,272,27.82,18.99
13.25,-85.75,2016,272,27.49,19.8
13.25,-85.25,2016,272,28.06,21.16
13.25,-84.75,2016,272,28.66,22.55
13.25,-84.25,2016,272,28.95,23.79
13.75,-86.25,2016,272,27.61,18.9
13.75,-85.75,2016,272,27.57,19.62
13.75,-85.25,2016,272,27.6,20.75
13.75,-84.75,2016,272,27.95,22.12
13.75,-84.25,2016,272,28.55,23.55
14.25,-86.25,2016,272,28.01,19.27
14.25,-85.75,2016,272,27.88,20.12
14.25,-85.25,2016,272,27.58,20.97
14.25,-84.75,2016,272,27.71,22.01
14.25,-84.25,2016,272,28.29,23.27
14.75,-86.25,2016,272,28.2,19.2
14.75,-85.75,2016,272,27.48,20.06
14.75,-85.25,2016,272,27.26,21.29
14.75,-84.75,2016,272,27.53,22.46
14.75,-84.25,2016,272,28.28,23.53
12.75,-86.25,2016,273,28.02,21.29
12.75,-85.75,2016,273,27.12,21.76
12.75,-85.25,2016,273,27.48,22.56
12.75,-84.75,2016,273,28.04,23.24
12.75,-84.25,2016,273,28.39,24.04
13.25,-86.25,2016,273,26.87,19.9
13.25,-85.75,2016,273,26.68,20.82
13.25,-85.25,2016,273,27.5,21.95
13.25,-84.75,2016,273,28.31,23.02
13.25,-84.25,2016,273,28.66,24.11
13.75,-86.25,2016,273,27.05,19.88
13.75,-85.75,2016,273,27.01,20.94
13.75,-85.25,2016,273,27.32,22.06
13.75,-84.75,2016,273,28.02,23.03
13.75,-84.25,2016,273,28.67,24.02
14.25,-86.25,2016,273,27.79,20.2
14.25,-85.75,2016,273,27.42,21.36
14.25,-85.25,2016,273,27.28,22.44
14.25,-84.75,2016,273,27.74,23.23
14.25,-84.25,2016,273,28.43,23.95
14.75,-86.25,2016,273,28.35,19.86
14.75,-85.75,2016,273,27.36,20.88
14.75,-85.25,2016,273,27.15,22.31
14.75,-84.75,2016,273,27.64,23.45
14.75,-84.25,2016,273,28.39,24.21
12.75,-86.25,2016,274,29.23,21.16
12.75,-85.75,2016,274,28.14,21.86
12.75,-85.25,2016,274,28.32,22.67
12.75,-84.75,2016,274,28.85,23.48
12.75,-84.25,2016,274,29.1,24.2
13.25,-86.25,2016,274,27.58,19.92
13.25,-85.75,2016,274,27.18,21.25
13.25,-85.25,2016,274,27.71,22.66
13.25,-84.75,2016,274,28.37,23.8
13.25,-84.25,2016,274,28.72,24.51
13.75,-86.25,2016,274,27.5,19.87
13.75,-85.75,2016,274,27.11,21.27
13.75,-85.25,2016,274,26.92,22.48
13.75,-84.75,2016,274,27.44,23.57
13.75,-84.25,2016,274,28.53,24.49
14.25,-86.25,2016,274,28.11,19.86
14.25,-85.75,2016,274,27.64,21.32
14.25,-85.25,2016,274,27.35,22.52
14.25,-84.75,2016,274,27.88,23.47
14.25,-84.25,2016,274,28.96,24.26
14.75,-86.25,2016,274,27.99,19.49
14.75,-85.75,2016,274,27.48,20.78
14.75,-85.25,2016,274,27.87,22.31
14.75,-84.75,2016,274,28.61,23.61
14.75,-84.25,2016,274,29.29,24.51
12.75,-86.25,2016,275,29.59,21.23
12.75,-85.75,2016,275,29.03,20.92
12.75,-85.25,2016,275,29.46,21.61
12.75,-84.75,2016,275,29.94,22.52
12.75,-84.25,2016,275,29.96,23.47
13.25,-86.25,2016,275,28.03,19.79
13.25,-85.75,2016,275,28.15,20.45
13.25,-85.25,2016,275,29.12,21.52
13.25,-84.75,2016,275,30.01,22.49
13.25,-84.25,2016,275,30.22,23.35
13.75,-86.25,2016,275,28,19.59
13.75,-85.75,2016,275,28.24,20.38
13.75,-85.25,2016,275,28.59,21.53
13.75,-84.75,2016,275,29.35,22.51
13.75,-84.25,2016,275,30.1,23.3
14.25,-86.25,2016,275,28.19,19.79
14.25,-85.75,2016,275,28.42,20.59
14.25,-85.25,2016,275,28.36,21.58
14.25,-84.75,2016,275,28.68,22.51
14.25,-84.25,2016,275,29.39,23.38
14.75,-86.25,2016,275,27.13,19.71
14.75,-85.75,2016,275,27.25,20.33
14.75,-85.25,2016,275,27.58,21.72
14.75,-84.75,2016,275,28.17,22.82
14.75,-84.25,2016,275,28.88,23.85
12.75,-86.25,2016,276,29.41,20.46
12.75,-85.75,2016,276,28.84,20.2
12.75,-85.25,2016,276,29.3,21.08
12.75,-84.75,2016,276,29.89,22.22
12.75,-84.25,2016,276,30.1,23.29
13.25,-86.25,2016,276,28.06,18.43
13.25,-85.75,2016,276,28.06,19.31
13.25,-85.25,2016,276,28.94,20.7
13.25,-84.75,2016,276,29.92,22.11
13.25,-84.25,2016,276,30.38,23.29
13.75,-86.25,2016,276,28.12,18
13.75,-85.75,2016,276,28.3,19.03
13.75,-85.25,2016,276,28.54,20.53
13.75,-84.75,2016,276,29.39,22.08
13.75,-84.25,2016,276,30.4,23.38
14.25,-86.25,2016,276,28.9,18.17
14.25,-85.75,2016,276,28.92,19.14
14.25,-85.25,2016,276,28.7,20.66
